OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,AREA_KM2,F1970,F1980,F1991,F2000,F2010,Shape_Leng,Shape_Area,pop_change,Shape_Le_1,Shape_Ar_1
76,3,76,168,Nordeste,NA,Tabatinga,-6.049479000000000,-35.108238000000000,NA,NA,NA,NA,NA,10000.000000000000000,76,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
77,2,77,169,Nordeste,NA,Xoxoline,-6.005800000000000,-35.105258999999997,NA,NA,NA,NA,NA,10000.000000000000000,77,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
78,2,78,170,Nordeste,NA,Pirangi Reef,-5.980259000000000,-35.107796000000000,NA,NA,NA,NA,NA,10000.000000000000000,78,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
79,4,79,171,Nordeste,NA,Cotovelo,-5.949906000000000,-35.151975000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
80,4,80,172,Nordeste,NA,Miami,-5.794834000000000,-35.181663999999998,NA,NA,NA,NA,NA,10000.000000000000000,80,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
81,4,81,173,Nordeste,NA,Areia Preta,-5.792249000000000,-35.184387000000001,NA,NA,NA,NA,NA,10000.000000000000000,81,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
82,3,82,174,Nordeste,NA,Praia dos Artistas,-5.781239000000000,-35.192050000000002,NA,NA,NA,NA,NA,10000.000000000000000,82,2403608,Extremoz,RN,140.639000000000010,8991.000000000000000,8796.000000000000000,14941.000000000000000,19572.000000000000000,24569.000000000000000,0.000000000000000,0.000000000000000,4997.000000000000000,62831.853071795863798,314159265.358979284763336
83,4,83,175,Nordeste,NA,Genipabu,-5.694407000000000,-35.201922000000003,NA,NA,NA,NA,NA,10000.000000000000000,83,2402600,Ceará-Mirim,RN,724.837999999999965,37930.000000000000000,40106.000000000000000,52157.000000000000000,62424.000000000000000,68141.000000000000000,0.000000000000000,0.000000000000000,5717.000000000000000,62831.853071795863798,314159265.358979284763336
84,1,84,176,Nordeste,NA,Touros Area,-5.197434000000000,-35.457929999999998,NA,NA,NA,NA,NA,10000.000000000000000,84,2414407,Touros,RN,753.961000000000013,19442.000000000000000,19817.000000000000000,27043.000000000000000,27879.000000000000000,31089.000000000000000,0.000000000000000,0.000000000000000,3210.000000000000000,62831.853071795863798,314159265.358979284763336
85,2,85,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617000000000,-35.800230999999997,NA,NA,NA,NA,NA,10000.000000000000000,85,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
86,3,86,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515000000000,-35.862005000000003,NA,NA,NA,NA,NA,10000.000000000000000,86,2409506,Pedra Grande,RN,221.167000000000002,3352.000000000000000,3240.000000000000000,3489.000000000000000,4017.000000000000000,3521.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
87,1,87,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,NA,NA,NA,NA,NA,10000.000000000000000,87,2605459,Fernando de Noronha,PE,18.609000000000002,1241.000000000000000,1274.000000000000000,1686.000000000000000,2051.000000000000000,2630.000000000000000,0.000000000000000,0.000000000000000,579.000000000000000,62831.853071795863798,314159265.358979284763336
88,1,88,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,NA,NA,NA,NA,NA,10000.000000000000000,88,2304400,Fortaleza,CE,312.353000000000009,857980.000000000000000,1307608.000000000000000,1768637.000000000000000,2141402.000000000000000,2452185.000000000000000,0.000000000000000,0.000000000000000,310783.000000000000000,62831.853071795863798,314159265.358979284763336
89,2,89,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,NA,NA,NA,NA,NA,10000.000000000000000,89,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
90,2,90,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,NA,NA,NA,NA,NA,10000.000000000000000,90,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
91,2,91,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,NA,NA,NA,NA,NA,10000.000000000000000,91,2303709,Caucaia,CE,1223.246000000000095,54754.000000000000000,94106.000000000000000,165099.000000000000000,250479.000000000000000,325441.000000000000000,0.000000000000000,0.000000000000000,74962.000000000000000,62831.853071795863798,314159265.358979284763336
92,2,92,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,NA,NA,NA,NA,NA,10000.000000000000000,92,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
93,2,93,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,NA,NA,NA,NA,NA,10000.000000000000000,93,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
94,2,94,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,NA,NA,NA,NA,NA,10000.000000000000000,94,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
95,2,95,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,NA,NA,NA,NA,NA,10000.000000000000000,95,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
96,2,96,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,NA,NA,NA,NA,NA,10000.000000000000000,96,2310209,Paracuru,CE,304.733999999999980,24522.000000000000000,28610.000000000000000,20942.000000000000000,27541.000000000000000,31636.000000000000000,0.000000000000000,0.000000000000000,4095.000000000000000,62831.853071795863798,314159265.358979284763336
97,1,97,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,NA,NA,NA,NA,NA,10000.000000000000000,97,2101707,Barreirinhas,MA,3046.307999999999993,24969.000000000000000,26588.000000000000000,29640.000000000000000,39669.000000000000000,54930.000000000000000,0.000000000000000,0.000000000000000,15261.000000000000000,62831.853071795863798,314159265.358979284763336
98,1,98,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,NA,NA,NA,NA,NA,10000.000000000000000,98,2111300,São Luís,MA,583.062999999999988,265486.000000000000000,449433.000000000000000,696371.000000000000000,870028.000000000000000,1014837.000000000000000,0.000000000000000,0.000000000000000,144809.000000000000000,62831.853071795863798,314159265.358979284763336
99,2,99,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,99,2111201,São José de Ribamar,MA,180.363000000000000,23636.000000000000000,32309.000000000000000,70571.000000000000000,107384.000000000000000,163045.000000000000000,0.000000000000000,0.000000000000000,55661.000000000000000,62831.853071795863798,314159265.358979284763336
100,4,100,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,100,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
101,4,101,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,101,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
102,4,102,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,102,2107506,Paço do Lumiar,MA,127.192999999999998,13487.000000000000000,17216.000000000000000,53195.000000000000000,76188.000000000000000,105121.000000000000000,0.000000000000000,0.000000000000000,28933.000000000000000,62831.853071795863798,314159265.358979284763336
103,1,103,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,103,2913606,Ilhéus,BA,1588.555000000000064,107971.000000000000000,131456.000000000000000,223750.000000000000000,222127.000000000000000,184236.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
104,2,104,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,104,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
105,2,105,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
106,2,106,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
107,2,107,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,107,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
108,2,108,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,108,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
109,2,109,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,109,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
110,2,110,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,110,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
111,2,111,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,111,2914901,Itacaré,BA,726.264999999999986,14104.000000000000000,13207.000000000000000,18431.000000000000000,18120.000000000000000,24318.000000000000000,0.000000000000000,0.000000000000000,6198.000000000000000,62831.853071795863798,314159265.358979284763336
112,2,112,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,112,2905800,Camamu,BA,839.701999999999998,25502.000000000000000,36160.000000000000000,32850.000000000000000,33661.000000000000000,35180.000000000000000,0.000000000000000,0.000000000000000,1519.000000000000000,62831.853071795863798,314159265.358979284763336
113,2,113,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,113,2905800,Camamu,BA,839.701999999999998,25502.000000000000000,36160.000000000000000,32850.000000000000000,33661.000000000000000,35180.000000000000000,0.000000000000000,0.000000000000000,1519.000000000000000,62831.853071795863798,314159265.358979284763336
114,2,114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,2905800,Camamu,BA,839.701999999999998,25502.000000000000000,36160.000000000000000,32850.000000000000000,33661.000000000000000,35180.000000000000000,0.000000000000000,0.000000000000000,1519.000000000000000,62831.853071795863798,314159265.358979284763336
115,2,115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,2905404,Cairu,BA,448.846000000000004,9144.000000000000000,11048.000000000000000,15217.000000000000000,11410.000000000000000,15374.000000000000000,0.000000000000000,0.000000000000000,3964.000000000000000,62831.853071795863798,314159265.358979284763336
116,3,116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,2916104,Itaparica,BA,121.373000000000005,8391.000000000000000,10877.000000000000000,15055.000000000000000,18945.000000000000000,20725.000000000000000,0.000000000000000,0.000000000000000,1780.000000000000000,62831.853071795863798,314159265.358979284763336
117,3,117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,2916104,Itaparica,BA,121.373000000000005,8391.000000000000000,10877.000000000000000,15055.000000000000000,18945.000000000000000,20725.000000000000000,0.000000000000000,0.000000000000000,1780.000000000000000,62831.853071795863798,314159265.358979284763336
118,3,118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,2916104,Itaparica,BA,121.373000000000005,8391.000000000000000,10877.000000000000000,15055.000000000000000,18945.000000000000000,20725.000000000000000,0.000000000000000,0.000000000000000,1780.000000000000000,62831.853071795863798,314159265.358979284763336
119,1,119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,2927408,Salvador,BA,693.452999999999975,1007195.000000000000000,1502013.000000000000000,2075273.000000000000000,2443107.000000000000000,2675656.000000000000000,0.000000000000000,0.000000000000000,232549.000000000000000,62831.853071795863798,314159265.358979284763336
120,3,120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,2919207,Lauro de Freitas,BA,58.042999999999999,10007.000000000000000,35431.000000000000000,69270.000000000000000,113543.000000000000000,163449.000000000000000,0.000000000000000,0.000000000000000,49906.000000000000000,62831.853071795863798,314159265.358979284763336
121,3,121,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,121,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
122,1,122,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,122,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
123,2,123,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,123,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
124,2,124,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,124,2905701,Camaçari,BA,785.421000000000049,33273.000000000000000,89164.000000000000000,113639.000000000000000,161727.000000000000000,242970.000000000000000,0.000000000000000,0.000000000000000,81243.000000000000000,62831.853071795863798,314159265.358979284763336
125,3,125,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,125,2800308,Aracaju,SE,182.163000000000011,183670.000000000000000,293119.000000000000000,402341.000000000000000,461534.000000000000000,571149.000000000000000,0.000000000000000,0.000000000000000,109615.000000000000000,62831.853071795863798,314159265.358979284763336
126,3,126,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,126,2700607,Barra de São Miguel,AL,74.247000000000000,1418.000000000000000,2328.000000000000000,4950.000000000000000,6379.000000000000000,7574.000000000000000,0.000000000000000,0.000000000000000,1195.000000000000000,62831.853071795863798,314159265.358979284763336
127,3,127,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,127,2702207,Coqueiro Seco,AL,39.607999999999997,2857.000000000000000,3799.000000000000000,4784.000000000000000,5134.000000000000000,5526.000000000000000,0.000000000000000,0.000000000000000,392.000000000000000,62831.853071795863798,314159265.358979284763336
128,2,128,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,128,2702207,Coqueiro Seco,AL,39.607999999999997,2857.000000000000000,3799.000000000000000,4784.000000000000000,5134.000000000000000,5526.000000000000000,0.000000000000000,0.000000000000000,392.000000000000000,62831.853071795863798,314159265.358979284763336
129,1,129,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,129,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,0.000000000000000,0.000000000000000,134989.000000000000000,62831.853071795863798,314159265.358979284763336
130,2,130,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,130,2704302,Maceió,AL,509.319999999999993,263670.000000000000000,399300.000000000000000,629041.000000000000000,797759.000000000000000,932748.000000000000000,0.000000000000000,0.000000000000000,134989.000000000000000,62831.853071795863798,314159265.358979284763336
131,4,131,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,131,2700508,Barra de Santo Antônio,AL,131.364000000000004,6028.000000000000000,9696.000000000000000,14334.000000000000000,11351.000000000000000,14230.000000000000000,0.000000000000000,0.000000000000000,2879.000000000000000,62831.853071795863798,314159265.358979284763336
132,2,132,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
133,2,133,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
134,1,134,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,4,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,134,2607208,Ipojuca,PE,521.801000000000045,35851.000000000000000,39452.000000000000000,45424.000000000000000,59281.000000000000000,80637.000000000000000,0.000000000000000,0.000000000000000,21356.000000000000000,62831.853071795863798,314159265.358979284763336
135,3,135,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,135,2602902,Cabo de Santo Agostinho,PE,445.343000000000018,75829.000000000000000,104155.000000000000000,127036.000000000000000,152977.000000000000000,185025.000000000000000,0.000000000000000,0.000000000000000,32048.000000000000000,62831.853071795863798,314159265.358979284763336
136,3,136,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,136,2500601,Alhandra,PB,183.973999999999990,11534.000000000000000,9179.000000000000000,13270.000000000000000,15914.000000000000000,18007.000000000000000,0.000000000000000,0.000000000000000,2093.000000000000000,62831.853071795863798,314159265.358979284763336
137,5,137,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,137,2501807,Bayeux,PB,27.704999999999998,35464.000000000000000,58921.000000000000000,77491.000000000000000,87561.000000000000000,99716.000000000000000,0.000000000000000,0.000000000000000,12155.000000000000000,62831.853071795863798,314159265.358979284763336
138,3,138,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,10000.000000000000000,138,2503209,Cabedelo,PB,29.873000000000001,15830.000000000000000,18973.000000000000000,29052.000000000000000,42832.000000000000000,57944.000000000000000,0.000000000000000,0.000000000000000,15112.000000000000000,62831.853071795863798,314159265.358979284763336
139,4,139,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,10000.000000000000000,139,2401404,Baía Formosa,RN,247.484000000000009,3814.000000000000000,5155.000000000000000,7223.000000000000000,7821.000000000000000,8573.000000000000000,0.000000000000000,0.000000000000000,752.000000000000000,62831.853071795863798,314159265.358979284763336
140,6,140,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,140,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
141,6,141,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,141,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
142,7,142,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,142,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
143,7,143,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,143,2401206,Arês,RN,115.406999999999996,7962.000000000000000,9958.000000000000000,11140.000000000000000,11323.000000000000000,12924.000000000000000,0.000000000000000,0.000000000000000,1601.000000000000000,62831.853071795863798,314159265.358979284763336
144,3,144,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,3,NA,Right and left,NA,NA,10000.000000000000000,144,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
145,3,145,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,145,2403251,Parnamirim,RN,124.006000000000000,14502.000000000000000,26362.000000000000000,63312.000000000000000,124690.000000000000000,202456.000000000000000,0.000000000000000,0.000000000000000,77766.000000000000000,62831.853071795863798,314159265.358979284763336
146,4,146,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,146,2402600,Ceará-Mirim,RN,724.837999999999965,37930.000000000000000,40106.000000000000000,52157.000000000000000,62424.000000000000000,68141.000000000000000,0.000000000000000,0.000000000000000,5717.000000000000000,62831.853071795863798,314159265.358979284763336
147,2,147,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,147,2302206,Beberibe,CE,1596.750999999999976,29373.000000000000000,35466.000000000000000,36801.000000000000000,42343.000000000000000,49311.000000000000000,0.000000000000000,0.000000000000000,6968.000000000000000,62831.853071795863798,314159265.358979284763336
148,2,148,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,NA,NA,NA,Beach-break,All surfers,10000.000000000000000,148,2301000,Aquiraz,CE,480.235999999999990,32507.000000000000000,45112.000000000000000,46305.000000000000000,60469.000000000000000,72628.000000000000000,0.000000000000000,0.000000000000000,12159.000000000000000,62831.853071795863798,314159265.358979284763336
