OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,ogc_fid,idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,Shape_Leng,Shape_Area
425,1,425,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631000000001,-41.981335000000001,NA,NA,NA,NA,NA,10000.000000000000000,425,892,300507.000000000000000,0.000000000000000,BRRJ073,PRer de TransatlRntico da Passagem de Cabo Frio,Registereded Support Facility,BR,BRR,BRRJ073,In operation,Privada,Registro - Instala Fo de apoio,MUNICIPIO DE CABO FRIO,28549483000105,Res. 6525/2018,0.000000000000000,Avenida Assun8, ,15.000000000000000,Passagem,28906200,3300704, , , ,0.000000000000000, , ,-22.874,-42.009, ,Antaq, ,62831.853071795863798,314159265.358979284763336
426,2,426,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.779070000000001,-41.910524000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,426,663,300189.000000000000000,0.000000000000000,BRRJ050,Porto Veleiro Blzios,Port Tourism Facility,BR,BRR,BRRJ050,In operation,Pnblica,Instala,MARINA PORTO VELEIRO DE BUZIOS EMPREENDIMENT,29938297000112,CA 002/2015-SEP/PR,0.000000000000000,Travessa de Santana, ,1.000000000000000,Ossos,28950000,3300233, , , ,0.000000000000000, , ,-22.748,-41.8825,"Atualizado pela GAP por Maria Tanizaki em 25/11/2020
Cadastro a",Antaq, ,62831.853071795863798,314159265.358979284763336
427,0,427,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395000000000,-41.971463999999997,3,1,NA,Reef-rocky,Experienced surfers,10000.000000000000000,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
428,0,428,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524000000000,-41.997760999999997,2,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
429,0,429,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525117999999999,-41.920347999999997,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
430,3,430,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410544999999999,-41.808256999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,430,63,127.000000000000000,0.000000000000000,BRRJ004,Porto Engenheiro Zephyrino Lavan0re Machado Filho,Terminal for private use,BR,BRR,BRRJ004,In operation,Privada,Terminal de uso privado,PETRiLEO BRASILEIRO S/A,33000167100750,CA 111/2016-ANTAQ,0.000000000000000,Avenida Elias Agostinho, ,665.000000000000000,IMBETIBA,27913350,3302403, , , ,0.000000000000000, , ,-22.386,-41.768,"Atualizado pela GAP em 30/05/2016.
CA 111/2016-ANTAQ: ESCOPO DE",Antaq, ,62831.853071795863798,314159265.358979284763336
431,3,431,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111000000002,-41.798358999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,431,63,127.000000000000000,0.000000000000000,BRRJ004,Porto Engenheiro Zephyrino Lavan0re Machado Filho,Terminal for private use,BR,BRR,BRRJ004,In operation,Privada,Terminal de uso privado,PETRiLEO BRASILEIRO S/A,33000167100750,CA 111/2016-ANTAQ,0.000000000000000,Avenida Elias Agostinho, ,665.000000000000000,IMBETIBA,27913350,3302403, , , ,0.000000000000000, , ,-22.386,-41.768,"Atualizado pela GAP em 30/05/2016.
CA 111/2016-ANTAQ: ESCOPO DE",Antaq, ,62831.853071795863798,314159265.358979284763336
432,0,432,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031000000001,-41.022263000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
433,0,433,432,Sudeste,Esperito Santo,Setiba Pina,-20.635263999999999,-40.425728999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
434,9,434,433,Sudeste,Esperito Santo,Barra Sol,-20.384262000000000,-40.310088000000000,3.5,2,Right and left,Sand-bar,Experienced surfers,10000.000000000000000,434,55,119.000000000000000,0.000000000000000,BRES005,Companhia Portu4ria Vila Velha - CPVV,Terminal for private use,BR,BRE,BRES005,In operation,Privada,Terminal de uso privado,COMPANHIA PORTU RIA VILA VELHA,39826482000179,CA 054/2014-ANTAQ,0.000000000000000,"ESTRADA DE CAPUABA, S/NA", ,0.000000000000000,ARIBIRI,29119000,3205200, , , ,0.000000000000000, , ,-20.324,-40.321,Atualizado pela GAP em 28/04/2015. CONTRATO DE ADESTO Ni 54/2014,Antaq, ,62831.853071795863798,314159265.358979284763336
435,9,435,434,Sudeste,Esperito Santo,Secret,-20.379057000000000,-40.307132000000003,3,2,Right and left,Sand-bar,All surfers,10000.000000000000000,435,55,119.000000000000000,0.000000000000000,BRES005,Companhia Portu4ria Vila Velha - CPVV,Terminal for private use,BR,BRE,BRES005,In operation,Privada,Terminal de uso privado,COMPANHIA PORTU RIA VILA VELHA,39826482000179,CA 054/2014-ANTAQ,0.000000000000000,"ESTRADA DE CAPUABA, S/NA", ,0.000000000000000,ARIBIRI,29119000,3205200, , , ,0.000000000000000, , ,-20.324,-40.321,Atualizado pela GAP em 28/04/2015. CONTRATO DE ADESTO Ni 54/2014,Antaq, ,62831.853071795863798,314159265.358979284763336
436,9,436,435,Sudeste,Esperito Santo,Coral do Céu,-20.378699999999998,-40.286881000000001,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,436,55,119.000000000000000,0.000000000000000,BRES005,Companhia Portu4ria Vila Velha - CPVV,Terminal for private use,BR,BRE,BRES005,In operation,Privada,Terminal de uso privado,COMPANHIA PORTU RIA VILA VELHA,39826482000179,CA 054/2014-ANTAQ,0.000000000000000,"ESTRADA DE CAPUABA, S/NA", ,0.000000000000000,ARIBIRI,29119000,3205200, , , ,0.000000000000000, , ,-20.324,-40.321,Atualizado pela GAP em 28/04/2015. CONTRATO DE ADESTO Ni 54/2014,Antaq, ,62831.853071795863798,314159265.358979284763336
437,12,437,436,Sudeste,Esperito Santo,Pompeia,-20.356919000000001,-40.289633000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,437,37,101.000000000000000,0.000000000000000,BRES001,Terminal de TubarAo,Terminal for private use,BR,BRE,BRES001,In operation,Privada,Terminal de uso privado,VALE S.A.,33592510002106,CA 026/2014-ANTAQ,0.000000000000000,AV DANTE MICHELINE,PONTA DE TUBARLO,5500.000000000000000,JARDIM CAMBURI,29090900,3205309, , , ,0.000000000000000, , ,-20.2881,-40.2489,"Atualizado pela GAP em 27/04/2015
SEI 0915699 - Comunicado de a",Antaq, ,62831.853071795863798,314159265.358979284763336
438,13,438,437,Sudeste,Esperito Santo,D2,-20.348965000000000,-40.270665000000001,3.5,3,Right,Reef-rocky,Experienced surfers,10000.000000000000000,438,37,101.000000000000000,0.000000000000000,BRES001,Terminal de TubarAo,Terminal for private use,BR,BRE,BRES001,In operation,Privada,Terminal de uso privado,VALE S.A.,33592510002106,CA 026/2014-ANTAQ,0.000000000000000,AV DANTE MICHELINE,PONTA DE TUBARLO,5500.000000000000000,JARDIM CAMBURI,29090900,3205309, , , ,0.000000000000000, , ,-20.2881,-40.2489,"Atualizado pela GAP em 27/04/2015
SEI 0915699 - Comunicado de a",Antaq, ,62831.853071795863798,314159265.358979284763336
439,13,439,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317523999999999,-40.288539000000000,3,1,Left,Sand-bar,All surfers,10000.000000000000000,439,37,101.000000000000000,0.000000000000000,BRES001,Terminal de TubarAo,Terminal for private use,BR,BRE,BRES001,In operation,Privada,Terminal de uso privado,VALE S.A.,33592510002106,CA 026/2014-ANTAQ,0.000000000000000,AV DANTE MICHELINE,PONTA DE TUBARLO,5500.000000000000000,JARDIM CAMBURI,29090900,3205309, , , ,0.000000000000000, , ,-20.2881,-40.2489,"Atualizado pela GAP em 27/04/2015
SEI 0915699 - Comunicado de a",Antaq, ,62831.853071795863798,314159265.358979284763336
440,14,440,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804000000001,-40.270986999999998,3,1,Right and left,Beach-break,All surfers,10000.000000000000000,440,37,101.000000000000000,0.000000000000000,BRES001,Terminal de TubarAo,Terminal for private use,BR,BRE,BRES001,In operation,Privada,Terminal de uso privado,VALE S.A.,33592510002106,CA 026/2014-ANTAQ,0.000000000000000,AV DANTE MICHELINE,PONTA DE TUBARLO,5500.000000000000000,JARDIM CAMBURI,29090900,3205309, , , ,0.000000000000000, , ,-20.2881,-40.2489,"Atualizado pela GAP em 27/04/2015
SEI 0915699 - Comunicado de a",Antaq, ,62831.853071795863798,314159265.358979284763336
441,5,441,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.236550000000001,-40.215024999999997,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,441,37,101.000000000000000,0.000000000000000,BRES001,Terminal de TubarAo,Terminal for private use,BR,BRE,BRES001,In operation,Privada,Terminal de uso privado,VALE S.A.,33592510002106,CA 026/2014-ANTAQ,0.000000000000000,AV DANTE MICHELINE,PONTA DE TUBARLO,5500.000000000000000,JARDIM CAMBURI,29090900,3205309, , , ,0.000000000000000, , ,-20.2881,-40.2489,"Atualizado pela GAP em 27/04/2015
SEI 0915699 - Comunicado de a",Antaq, ,62831.853071795863798,314159265.358979284763336
442,0,442,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101000000001,-40.183461000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
443,0,443,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.135649999999998,-40.180627999999999,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
444,1,444,443,Sudeste,Esperito Santo,Regencia,-19.659238999999999,-39.841576000000003,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,444,368,1220.000000000000000,0.000000000000000,BR220,Reg2ncia,Public Port,BR,220, ,Planned,Desconhecida, , , ,Lei 11.701/08,0.000000000000000, , ,0.000000000000000, , ,BR320320,Linhares,BR32,ES,12.000000000000000,Regi,Rio Doce,-19.6475,-39.826599r, ,SNV/DNIT,BR220,62831.853071795863798,314159265.358979284763336
445,0,445,444,Sudeste,Esperito Santo,Guriri,-18.739377999999999,-39.746389000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
446,1,446,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,446,10,10.000000000000000,0.000000000000000,BRIOS,IlhOus 6,Organized Port,BR,IOS, ,In operation,SEP,http://www.codeba.com.br/,Companhia Docas do Estado da Bahia - Codeba, ,Lei 5.917/73,10.000000000000000,Avenida Almirante Aurtlio Linhares, ,432.000000000000000, ,45660000,BR291360,Ilh9us,BR29,BA,5.000000000000000,Regi,Ponta do Malhado,-14.778332a,-39.026389a, ,ANTAQ,BRIOS,62831.853071795863798,314159265.358979284763336
447,0,447,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
448,0,448,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
449,0,449,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
450,0,450,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
451,0,451,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
452,0,452,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
453,0,453,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
454,0,454,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
455,0,455,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
456,0,456,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
457,1,457,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,457,339,1177.000000000000000,0.000000000000000,BR177,Campinho,Public Port,BR,177, ,Planned,Desconhecida, , , ,Lei 5.917/73,0.000000000000000, , ,0.000000000000000, , ,BR292070,Mara2,BR29,BA,5.000000000000000,Regi,Costa da Bahia,-13.928599a,-38.949199a, ,SNV/DNIT,BR177,62831.853071795863798,314159265.358979284763336
458,0,458,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
459,1,459,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,459,26,28.000000000000000,0.000000000000000,BRSSA,Salvador5,Organized Port,BR,SSA, ,In operation,SEP,http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/home.php,Companhia Docas do Estado da Bahia - Codeba, , ,8.199999999999999,Avenida da Fran a,"Entre a Ponta do Monte Serrat, ao norte, e a ponta de Santo Antenio, ao sul",1551.000000000000000,Estae o Marttima / Com rcio,40010000,BR292740,Salvador,BR29,BA,5.000000000000000,Regi,Baga de Todos os Santos,-12.965277d,-38.509444d, ,ANTAQ,BRSSA,62831.853071795863798,314159265.358979284763336
460,1,460,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,460,26,28.000000000000000,0.000000000000000,BRSSA,Salvador5,Organized Port,BR,SSA, ,In operation,SEP,http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/home.php,Companhia Docas do Estado da Bahia - Codeba, , ,8.199999999999999,Avenida da Fran a,"Entre a Ponta do Monte Serrat, ao norte, e a ponta de Santo Antenio, ao sul",1551.000000000000000,Estae o Marttima / Com rcio,40010000,BR292740,Salvador,BR29,BA,5.000000000000000,Regi,Baga de Todos os Santos,-12.965277d,-38.509444d, ,ANTAQ,BRSSA,62831.853071795863798,314159265.358979284763336
461,1,461,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,461,26,28.000000000000000,0.000000000000000,BRSSA,Salvador5,Organized Port,BR,SSA, ,In operation,SEP,http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/home.php,Companhia Docas do Estado da Bahia - Codeba, , ,8.199999999999999,Avenida da Fran a,"Entre a Ponta do Monte Serrat, ao norte, e a ponta de Santo Antenio, ao sul",1551.000000000000000,Estae o Marttima / Com rcio,40010000,BR292740,Salvador,BR29,BA,5.000000000000000,Regi,Baga de Todos os Santos,-12.965277d,-38.509444d, ,ANTAQ,BRSSA,62831.853071795863798,314159265.358979284763336
462,1,462,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,462,26,28.000000000000000,0.000000000000000,BRSSA,Salvador5,Organized Port,BR,SSA, ,In operation,SEP,http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/home.php,Companhia Docas do Estado da Bahia - Codeba, , ,8.199999999999999,Avenida da Fran a,"Entre a Ponta do Monte Serrat, ao norte, e a ponta de Santo Antenio, ao sul",1551.000000000000000,Estae o Marttima / Com rcio,40010000,BR292740,Salvador,BR29,BA,5.000000000000000,Regi,Baga de Todos os Santos,-12.965277d,-38.509444d, ,ANTAQ,BRSSA,62831.853071795863798,314159265.358979284763336
463,0,463,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
464,0,464,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
465,0,465,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
466,0,466,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
467,0,467,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
468,2,468,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,468,95,159.000000000000000,0.000000000000000,BRSE002,Terminal Aquavi4rio de Aracaju,Terminal for private use,BR,BRS,BRSE002,In operation,Privada,Terminal de uso privado,PETROBRAS TRANSPORTE S.A - TRANSPETRO,02709449005541,CA 75/2015-ANTAQ,0.000000000000000,Avenida MelAcio Machado,Km 2,0.000000000000000,Atalaia Velha,49037440,2800308, , , ,0.000000000000000, , ,-11.0041,-37.0661,"Atualizado pela GAP em 10/02/2021
Atualizado em 07/07/2015 pela",Antaq, ,62831.853071795863798,314159265.358979284763336
469,0,469,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
470,2,470,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,470,68,132.000000000000000,0.000000000000000,BRAL001,Terminal Braskem,Terminal for private use,BR,BRA,BRAL001,In operation,Privada,Terminal de uso privado,BRASKEM S/A,42150391002203,CA 101/2015-ANTAQ,0.000000000000000,AV. ASSIS CHATEAUBRIAND,Praia do Pontal da Barra,5260.000000000000000,PONTAL DA BARRA,57010900,2704302, , , ,0.000000000000000, , ,-9.694,-35.759,"Atualizado pela GAP em 25/02/2016. 
Atualizado pela GEA em 07/0",Antaq, ,62831.853071795863798,314159265.358979284763336
471,2,471,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,471,68,132.000000000000000,0.000000000000000,BRAL001,Terminal Braskem,Terminal for private use,BR,BRA,BRAL001,In operation,Privada,Terminal de uso privado,BRASKEM S/A,42150391002203,CA 101/2015-ANTAQ,0.000000000000000,AV. ASSIS CHATEAUBRIAND,Praia do Pontal da Barra,5260.000000000000000,PONTAL DA BARRA,57010900,2704302, , , ,0.000000000000000, , ,-9.694,-35.759,"Atualizado pela GAP em 25/02/2016. 
Atualizado pela GEA em 07/0",Antaq, ,62831.853071795863798,314159265.358979284763336
472,0,472,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
473,0,473,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
474,0,474,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
475,0,475,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
476,0,476,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
477,2,477,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,4,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,477,163,234.000000000000000,0.000000000000000,BRPE001,Estaleiro Atlrntico Sul - EAS,Terminal for private use,BR,BRP,BRPE001,In operation,Privada,Terminal de uso privado,ESTALEIRO ATLsNTICO SUL S.A.,07699082000153,CA 037/2014-ANTAQ,0.000000000000000,ILHA DA TATUOCA S/N,COMPLEXO INDUSTRIAL PORTU.RIO GOV. ERALDO GUEIROS,0.000000000000000,Porto de Suape,55590970,2607208, , , ,0.000000000000000, , ,-8.381,-34.972,Atualizado pela GAP em 29/04/2015.,Antaq, ,62831.853071795863798,314159265.358979284763336
478,3,478,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,478,163,234.000000000000000,0.000000000000000,BRPE001,Estaleiro Atlrntico Sul - EAS,Terminal for private use,BR,BRP,BRPE001,In operation,Privada,Terminal de uso privado,ESTALEIRO ATLsNTICO SUL S.A.,07699082000153,CA 037/2014-ANTAQ,0.000000000000000,ILHA DA TATUOCA S/N,COMPLEXO INDUSTRIAL PORTU.RIO GOV. ERALDO GUEIROS,0.000000000000000,Porto de Suape,55590970,2607208, , , ,0.000000000000000, , ,-8.381,-34.972,Atualizado pela GAP em 29/04/2015.,Antaq, ,62831.853071795863798,314159265.358979284763336
479,0,479,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
480,1,480,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,480,6,6.000000000000000,0.000000000000000,BRCDO,Cabedelo 7,Organized Port,BR,CDO, ,In operation,SEP,http://www.portodecabedelo.com.br/,Companhia Docas da Paraeba - Docas PB, ,Lei 5.917/73,7.500000000000000,Rua Presidente Joao Pessoa,Em frente e Ilha da Restinga,0.000000000000000,Centro,58310000,BR250320,Cabedelo,BR25,PB,6.000000000000000,Regi,Margem direita do estulrio do Rio Para ba do Norte,-6.973055r,-34.838611, ,ANTAQ,BRCDO,62831.853071795863798,314159265.358979284763336
481,1,481,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,10000.000000000000000,481,6,6.000000000000000,0.000000000000000,BRCDO,Cabedelo 7,Organized Port,BR,CDO, ,In operation,SEP,http://www.portodecabedelo.com.br/,Companhia Docas da Paraeba - Docas PB, ,Lei 5.917/73,7.500000000000000,Rua Presidente Joao Pessoa,Em frente e Ilha da Restinga,0.000000000000000,Centro,58310000,BR250320,Cabedelo,BR25,PB,6.000000000000000,Regi,Margem direita do estulrio do Rio Para ba do Norte,-6.973055r,-34.838611, ,ANTAQ,BRCDO,62831.853071795863798,314159265.358979284763336
482,0,482,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,10000.000000000000000,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
483,0,483,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
484,0,484,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
485,0,485,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
486,0,486,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62831.853071795863798,314159265.358979284763336
