OBJECTID,id,region,zone,name,lat,long,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Length
517,516,Sul,Santa Catarina South,Ilha do Batuta,-28.153828000000001,-48.639898000000002,10000.000000000000000,517,62831.853071795863798,314159265.358979284763336,537.767209685966009
518,517,Sul,Parana,Brava de Matinhos,-25.834492000000001,-48.535465000000002,10000.000000000000000,518,62831.853071795863798,314159265.358979284763336,519.098131944734973
519,518,Sul,Parana,Pontal do Sul,-25.579974000000000,-48.347616000000002,10000.000000000000000,519,62831.853071795863798,314159265.358979284763336,209.496290918184002
520,519,Sudeste,Sao Paolo South,Desertinha,-24.430820000000001,-47.048065000000001,10000.000000000000000,520,62831.853071795863798,314159265.358979284763336,96.089969110091403
521,520,Sudeste,Sao Paolo South,Cibratel,-24.208026000000000,-46.827103999999999,10000.000000000000000,521,62831.853071795863798,314159265.358979284763336,1026.151880036849889
522,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587000000002,-45.776426999999998,10000.000000000000000,522,62831.853071795863798,314159265.358979284763336,0.000000000000000
523,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194000000001,-46.059997000000003,10000.000000000000000,523,62831.853071795863798,314159265.358979284763336,469.948341103883990
524,523,Sudeste,Sao Paulo North,Praia Brava,-23.799344999999999,-45.612667999999999,10000.000000000000000,524,62831.853071795863798,314159265.358979284763336,218.407789533112009
525,524,Sudeste,Sao Paulo North,Jureia,-23.766200000000001,-45.790182000000001,10000.000000000000000,525,62831.853071795863798,314159265.358979284763336,221.063132076782011
526,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623000000001,-45.768425000000001,10000.000000000000000,526,62831.853071795863798,314159265.358979284763336,211.710502617429000
527,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012000000001,-45.090814999999999,10000.000000000000000,527,62831.853071795863798,314159265.358979284763336,455.836646036663012
528,527,Sudeste,Rio De Janeiro City,Presídio,-23.185310000000001,-44.188924000000000,10000.000000000000000,528,62831.853071795863798,314159265.358979284763336,78.582102516444806
529,528,Sudeste,Rio De Janeiro City,Inferno,-23.059581999999999,-43.545650999999999,10000.000000000000000,529,62831.853071795863798,314159265.358979284763336,538.028711094935034
530,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946000000002,-43.495792999999999,10000.000000000000000,530,62831.853071795863798,314159265.358979284763336,992.937722930882046
531,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012322999999999,-43.327706999999997,10000.000000000000000,531,62831.853071795863798,314159265.358979284763336,1573.829555175750102
532,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.010866100000001,-43.350476999999998,10000.000000000000000,532,62831.853071795863798,314159265.358979284763336,1844.340378829959946
533,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446000000002,-44.480341000000003,10000.000000000000000,533,62831.853071795863798,314159265.358979284763336,277.708365386978983
534,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389000000002,-43.195435000000003,10000.000000000000000,534,62831.853071795863798,314159265.358979284763336,1155.237117165110021
535,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317000000001,-43.070284999999998,10000.000000000000000,535,62831.853071795863798,314159265.358979284763336,1166.469092164659969
536,535,Sudeste,Rio De Janeiro Norte,atafona - sao joao da barra,-21.630725999999999,-41.014155000000002,10000.000000000000000,536,62831.853071795863798,314159265.358979284763336,331.110660333467990
537,536,Sudeste,Esperito Santo,Cemitério,-20.430439000000000,-40.322749000000002,10000.000000000000000,537,62831.853071795863798,314159265.358979284763336,1305.791367368560032
538,537,Nordeste,Bahia Sul,Sirihyba,-14.955150900000000,-39.007338300000001,10000.000000000000000,538,62831.853071795863798,314159265.358979284763336,212.832188179619010
539,538,Nordeste,Bahia Sul,Sol do Muta,-13.881859300000000,-38.948337600000002,10000.000000000000000,539,62831.853071795863798,314159265.358979284763336,142.478771404230002
540,539,Nordeste,Bahia Norte,Rock Quente,-12.937671999999999,-38.326481000000001,10000.000000000000000,540,62831.853071795863798,314159265.358979284763336,1682.283954105849944
541,540,Nordeste,Bahia Norte,Ribeira,-12.918761999999999,-38.502079999999999,10000.000000000000000,541,62831.853071795863798,314159265.358979284763336,2916.288489309540182
542,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596083999999999,-38.028939000000001,10000.000000000000000,542,62831.853071795863798,314159265.358979284763336,632.660519828428050
543,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078000000000,-35.698022000000002,10000.000000000000000,543,62831.853071795863798,314159265.358979284763336,1561.974040345420008
544,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081000000001,-34.945245000000000,10000.000000000000000,544,62831.853071795863798,314159265.358979284763336,1002.918736470550016
545,544,Nordeste,Ceara,Prainha,-3.899172000000000,-38.346806000000001,10000.000000000000000,545,62831.853071795863798,314159265.358979284763336,1001.071996627269982
546,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468000000000,-32.434612000000001,10000.000000000000000,546,62831.853071795863798,314159265.358979284763336,83.747215524057594
547,546,Nordeste,Maranhao,Caolho,-2.478724000000000,-44.240184999999997,10000.000000000000000,547,62831.853071795863798,314159265.358979284763336,2602.212885899100002
548,547,Norte,Para,Atalaia (salinas),-0.596981000000000,-47.293622999999997,10000.000000000000000,548,62831.853071795863798,314159265.358979284763336,352.363799034311000
549,548,Norte,Para,Algodoal,-0.577838000000000,-47.579901000000000,10000.000000000000000,549,62831.853071795863798,314159265.358979284763336,106.739803783873000
