OBJECTID,id,region,zone,name,lat,long,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Length
180,179,Nordeste,NA,Baia das Ratas,-3.813000000000000,-32.393000000000001,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,82.015325844538907
181,180,Nordeste,NA,Volta da Jurema,-3.724294000000000,-38.496071999999998,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,3035.713754014670030
182,181,Nordeste,NA,Portao,-3.719326000000000,-38.510655000000000,10000.000000000000000,182,62831.853071795863798,314159265.358979284763336,3242.183235924119799
183,182,Nordeste,NA,Barra do Ceara,-3.692659000000000,-38.584716000000000,10000.000000000000000,183,62831.853071795863798,314159265.358979284763336,2597.895161135889794
184,183,Nordeste,NA,Praia do Pecem,-3.546170000000000,-38.806919000000001,10000.000000000000000,184,62831.853071795863798,314159265.358979284763336,482.088674678277982
185,184,Nordeste,NA,Tabinha,-3.500935000000000,-38.911282000000000,10000.000000000000000,185,62831.853071795863798,314159265.358979284763336,459.851470508487978
186,185,Nordeste,NA,Pedra do Meio,-3.410858000000000,-39.040807000000001,10000.000000000000000,186,62831.853071795863798,314159265.358979284763336,465.977187161633026
187,186,Nordeste,NA,Havaizinho,-3.403507000000000,-39.022171000000000,10000.000000000000000,187,62831.853071795863798,314159265.358979284763336,382.842301206376987
188,187,Nordeste,NA,Curral,-3.403353000000000,-39.025868000000003,10000.000000000000000,188,62831.853071795863798,314159265.358979284763336,401.281204229845002
189,188,Nordeste,NA,Outside,-3.398539000000000,-39.013306000000000,10000.000000000000000,189,62831.853071795863798,314159265.358979284763336,346.863896741763028
190,189,Nordeste,NA,Atins,-2.555789000000000,-42.727836000000003,10000.000000000000000,190,62831.853071795863798,314159265.358979284763336,122.536852584461002
191,190,Nordeste,NA,Ponta d'Areia,-2.497384000000000,-44.311779000000001,10000.000000000000000,191,62831.853071795863798,314159265.358979284763336,1722.951057323439954
192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,10000.000000000000000,192,62831.853071795863798,314159265.358979284763336,1802.083068318879896
193,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,10000.000000000000000,193,62831.853071795863798,314159265.358979284763336,2475.075309026649848
194,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,10000.000000000000000,194,62831.853071795863798,314159265.358979284763336,2660.924320882730171
195,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,10000.000000000000000,195,62831.853071795863798,314159265.358979284763336,1735.544938463219978
196,195,Sul,Rio Grande Do Sul,Hermenegildo,-33.668354000000001,-53.262405000000001,10000.000000000000000,196,62831.853071795863798,314159265.358979284763336,126.330438346888002
197,196,Sul,Rio Grande Do Sul,Navio,-32.290560999999997,-52.258674999999997,10000.000000000000000,197,62831.853071795863798,314159265.358979284763336,58.441077345543199
198,197,Sul,Rio Grande Do Sul,Tres Marias,-32.192610999999999,-52.085065999999998,10000.000000000000000,198,62831.853071795863798,314159265.358979284763336,240.201078252718986
199,198,Sul,Rio Grande Do Sul,Praia do Cassino,-32.178336999999999,-52.142142999999997,10000.000000000000000,199,62831.853071795863798,314159265.358979284763336,432.223248501634998
200,199,Sul,Rio Grande Do Sul,Sao Jose do Norte,-32.008076000000003,-52.018889999999999,10000.000000000000000,200,62831.853071795863798,314159265.358979284763336,416.555460541040020
201,200,Sul,Rio Grande Do Sul,Quintão,-30.410782000000001,-50.292664000000002,10000.000000000000000,201,62831.853071795863798,314159265.358979284763336,188.592069365339000
202,201,Sul,Rio Grande Do Sul,Nova Tramandaí,-30.045256999999999,-50.150033999999998,10000.000000000000000,202,62831.853071795863798,314159265.358979284763336,611.097104248362029
203,202,Sul,Rio Grande Do Sul,Oasis Sul,-30.039822999999998,-50.147266000000002,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,642.877240852123009
204,203,Sul,Rio Grande Do Sul,Tramandai - Malvina,-30.005490000000002,-50.129156000000002,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,779.952644496009952
205,204,Sul,Rio Grande Do Sul,Tramandai,-29.993077000000000,-50.125508000000004,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,789.710358229811959
206,205,Sul,Rio Grande Do Sul,Rainha do Mar,-29.859477999999999,-50.064568999999999,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,612.097007285003997
207,206,Sul,Rio Grande Do Sul,Xangri-lá,-29.785982000000001,-50.024636000000001,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,719.330727352417966
208,207,Sul,Rio Grande Do Sul,Atlântida - Pier,-29.784716000000000,-50.022554000000000,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,714.424975235569036
209,208,Sul,Rio Grande Do Sul,Capao da Canoa,-29.758676999999999,-50.010967000000001,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,663.927292502295018
210,209,Sul,Rio Grande Do Sul,Capao Novo,-29.686972000000001,-49.972558999999997,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,473.380626273375981
211,210,Sul,Rio Grande Do Sul,Curumim,-29.625605000000000,-49.935744999999997,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,375.237530188965025
212,211,Sul,Rio Grande Do Sul,Itapeva,-29.372975000000000,-49.784109999999998,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,713.674408381350986
213,212,Sul,Rio Grande Do Sul,Guarita,-29.357804999999999,-49.733997000000002,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,633.391049531702947
214,213,Sul,Rio Grande Do Sul,Cal,-29.349421000000000,-49.729849999999999,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,645.979079644863987
215,214,Sul,Rio Grande Do Sul,Ilha dos Lobos,-29.346876999999999,-49.704411999999998,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,562.925066623002976
216,215,Sul,Rio Grande Do Sul,Prainha,-29.342434999999998,-49.724497000000000,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,643.549211770156035
217,216,Sul,Rio Grande Do Sul,Saraiva,-29.340395999999998,-49.723241000000002,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,644.242397899564025
218,217,Sul,Rio Grande Do Sul,Molhes,-29.327311000000002,-49.712007999999997,10000.000000000000000,218,62831.853071795863798,314159265.358979284763336,637.908185032590040
219,218,Sul,Rio Grande Do Sul,Passo de Torres,-29.324159000000002,-49.712415999999997,10000.000000000000000,219,62831.853071795863798,314159265.358979284763336,642.789187417164044
220,219,Sul,Santa Catarina South,Gaivota,-29.164828000000000,-49.582157000000002,10000.000000000000000,220,62831.853071795863798,314159265.358979284763336,535.096561514551013
221,220,Sul,Santa Catarina South,Arroio do Silva,-28.943866000000000,-49.385604999999998,10000.000000000000000,221,62831.853071795863798,314159265.358979284763336,562.225857686585982
222,221,Sul,Santa Catarina South,Morro dos Conventos,-28.937256000000001,-49.329642999999997,10000.000000000000000,222,62831.853071795863798,314159265.358979284763336,269.860866568454981
223,222,Sul,Santa Catarina South,Rincão,-28.833846999999999,-49.216003000000001,10000.000000000000000,223,62831.853071795863798,314159265.358979284763336,452.377756901727025
224,223,Sul,Santa Catarina South,Jaguaruna,-28.635157000000000,-48.948211999999998,10000.000000000000000,224,62831.853071795863798,314159265.358979284763336,324.583870981657981
225,224,Sul,Santa Catarina South,Camacho,-28.615946000000001,-48.859506000000003,10000.000000000000000,225,62831.853071795863798,314159265.358979284763336,271.729302717793018
226,225,Sul,Santa Catarina South,Cigana,-28.613534999999999,-48.845387000000002,10000.000000000000000,226,62831.853071795863798,314159265.358979284763336,261.488559664188983
227,226,Sul,Santa Catarina South,Cardozo,-28.607516000000000,-48.822994999999999,10000.000000000000000,227,62831.853071795863798,314159265.358979284763336,261.550877261772996
228,227,Sul,Santa Catarina South,Cemiterio,-28.604341999999999,-48.811998000000003,10000.000000000000000,228,62831.853071795863798,314159265.358979284763336,242.995654218443008
229,228,Sul,Santa Catarina South,Prainha do Farol,-28.600442000000001,-48.816654999999997,10000.000000000000000,229,62831.853071795863798,314159265.358979284763336,265.818018354092999
230,229,Sul,Santa Catarina South,Ipoa,-28.536688999999999,-48.765521000000000,10000.000000000000000,230,62831.853071795863798,314159265.358979284763336,258.630463083165012
231,230,Sul,Santa Catarina South,Teresa,-28.524982000000001,-48.762453000000001,10000.000000000000000,231,62831.853071795863798,314159265.358979284763336,267.434649933378978
232,231,Sul,Santa Catarina South,Praia de Cima,-28.497350000000001,-48.748752000000003,10000.000000000000000,232,62831.853071795863798,314159265.358979284763336,301.572565535600972
233,232,Sul,Santa Catarina South,Laguna,-28.473973000000001,-48.762645999999997,10000.000000000000000,233,62831.853071795863798,314159265.358979284763336,370.893271837330985
234,233,Sul,Santa Catarina South,Cavalinho,-28.419032000000001,-48.744278000000001,10000.000000000000000,234,62831.853071795863798,314159265.358979284763336,367.005942998223020
235,234,Sul,Santa Catarina South,Itapirubá,-28.342309000000000,-48.707799999999999,10000.000000000000000,235,62831.853071795863798,314159265.358979284763336,280.882193900785012
236,235,Sul,Santa Catarina South,Itapirubá Norte,-28.336776000000000,-48.704709999999999,10000.000000000000000,236,62831.853071795863798,314159265.358979284763336,285.203419619941997
237,236,Sul,Santa Catarina South,Castelinho,-28.256232000000001,-48.672694999999997,10000.000000000000000,237,62831.853071795863798,314159265.358979284763336,421.480217761077995
238,237,Sul,Santa Catarina South,Praia da Vila,-28.241149000000000,-48.653877000000001,10000.000000000000000,238,62831.853071795863798,314159265.358979284763336,413.642014191921987
239,238,Sul,Santa Catarina South,Ribanceira,-28.191742000000001,-48.661344000000000,10000.000000000000000,239,62831.853071795863798,314159265.358979284763336,594.196941192014037
240,239,Sul,Santa Catarina South,Ibiraquera,-28.153732000000002,-48.645895000000003,10000.000000000000000,240,62831.853071795863798,314159265.358979284763336,567.937196791953056
241,240,Sul,Santa Catarina South,Rosa Sul,-28.135401999999999,-48.642691999999997,10000.000000000000000,241,62831.853071795863798,314159265.358979284763336,534.033051104514016
242,241,Sul,Santa Catarina South,Rosa Norte,-28.124375000000001,-48.637675999999999,10000.000000000000000,242,62831.853071795863798,314159265.358979284763336,554.172470271087946
243,242,Sul,Santa Catarina South,Vermelha,-28.114457999999999,-48.635573000000001,10000.000000000000000,243,62831.853071795863798,314159265.358979284763336,555.500151171335006
244,243,Sul,Santa Catarina South,Ouvidor,-28.105449000000000,-48.635272999999998,10000.000000000000000,244,62831.853071795863798,314159265.358979284763336,609.729131229530026
245,244,Sul,Santa Catarina South,Barrinha,-28.085384000000001,-48.630896000000000,10000.000000000000000,245,62831.853071795863798,314159265.358979284763336,661.017884061404970
246,245,Sul,Santa Catarina South,Ferrugem,-28.077736000000002,-48.626604000000000,10000.000000000000000,246,62831.853071795863798,314159265.358979284763336,635.788877041752016
247,246,Sul,Santa Catarina South,Praia do Silveira,-28.039069000000001,-48.606862999999997,10000.000000000000000,247,62831.853071795863798,314159265.358979284763336,458.920233050262993
248,247,Sul,Santa Catarina South,Garopaba Centro,-28.021577000000001,-48.619447999999998,10000.000000000000000,248,62831.853071795863798,314159265.358979284763336,609.342438048039980
249,248,Sul,Santa Catarina South,Siriu,-27.976248999999999,-48.627999000000003,10000.000000000000000,249,62831.853071795863798,314159265.358979284763336,616.922237679722002
250,249,Sul,Santa Catarina South,Gamboa,-27.958926999999999,-48.624662000000001,10000.000000000000000,250,62831.853071795863798,314159265.358979284763336,599.121543648858960
251,250,Sul,Santa Catarina South,Guarda do embau,-27.905540999999999,-48.586779000000000,10000.000000000000000,251,62831.853071795863798,314159265.358979284763336,358.139297912836014
252,251,Sul,Santa Catarina South,Costão da Pinheira,-27.881077000000001,-48.586542999999999,10000.000000000000000,252,62831.853071795863798,314159265.358979284763336,340.625978918766009
253,252,Sul,Florianopolis,Naufragados,-27.834740000000000,-48.566747999999997,10000.000000000000000,253,62831.853071795863798,314159265.358979284763336,381.272296218510974
254,253,Sul,Santa Catarina South,Solidao - Caladinho,-27.793519000000000,-48.533456000000001,10000.000000000000000,254,62831.853071795863798,314159265.358979284763336,240.518486564755989
255,254,Sul,Santa Catarina South,Praia dos Açores,-27.784758000000000,-48.525989000000003,10000.000000000000000,255,62831.853071795863798,314159265.358979284763336,226.968954424723989
256,255,Sul,Florianopolis,Lagoinha do Leste,-27.773575999999998,-48.486528000000000,10000.000000000000000,256,62831.853071795863798,314159265.358979284763336,238.265279922605004
257,256,Sul,Florianopolis,Matadeiro,-27.755140000000001,-48.498522999999999,10000.000000000000000,257,62831.853071795863798,314159265.358979284763336,364.958666495788009
258,257,Sul,Florianopolis,Armação,-27.741619000000000,-48.508114999999997,10000.000000000000000,258,62831.853071795863798,314159265.358979284763336,491.718612847517022
259,258,Sul,Florianopolis,Caldeirao,-27.723690000000001,-48.504595999999999,10000.000000000000000,259,62831.853071795863798,314159265.358979284763336,605.793470341473949
260,259,Sul,Florianopolis,Morro das Pedras,-27.715522000000000,-48.502257000000000,10000.000000000000000,260,62831.853071795863798,314159265.358979284763336,622.863739081503013
261,260,Sul,Florianopolis,Campeche Rights,-27.693864000000001,-48.482686999999999,10000.000000000000000,261,62831.853071795863798,314159265.358979284763336,646.065675828021995
262,261,Sul,Florianopolis,Riozinho,-27.685523000000000,-48.479598000000003,10000.000000000000000,262,62831.853071795863798,314159265.358979284763336,667.143702854016965
263,262,Sul,Florianopolis,Joaquina,-27.629588999999999,-48.448768000000001,10000.000000000000000,263,62831.853071795863798,314159265.358979284763336,785.489346241615976
264,263,Sul,Florianopolis,Praia Mole,-27.602475999999999,-48.432583999999999,10000.000000000000000,264,62831.853071795863798,314159265.358979284763336,588.520757306347036
265,264,Sul,Florianopolis,Galheta,-27.593482000000002,-48.425224000000000,10000.000000000000000,265,62831.853071795863798,314159265.358979284763336,479.126166847676984
266,265,Sul,Florianopolis,Barra da Lagoa,-27.572818000000002,-48.424376000000002,10000.000000000000000,266,62831.853071795863798,314159265.358979284763336,521.471710347525004
267,266,Sul,Florianopolis,Mocambique,-27.525323000000000,-48.410567999999998,10000.000000000000000,267,62831.853071795863798,314159265.358979284763336,496.761411595502011
268,267,Sul,Santa Catarina South,Ponta das Aranhas,-27.482099999999999,-48.380892000000003,10000.000000000000000,268,62831.853071795863798,314159265.358979284763336,612.836983379830031
269,268,Sul,Florianopolis,Santinho,-27.457940000000001,-48.372630999999998,10000.000000000000000,269,62831.853071795863798,314159265.358979284763336,620.815976810126017
270,269,Sul,Florianopolis,Canasvieiras,-27.430966000000002,-48.479661999999998,10000.000000000000000,270,62831.853071795863798,314159265.358979284763336,740.304604846004054
271,270,Sul,Florianopolis,Praia do Forte,-27.430747000000000,-48.519658999999997,10000.000000000000000,271,62831.853071795863798,314159265.358979284763336,452.082050122631017
272,271,Sul,Florianopolis,Ingleses,-27.429832999999999,-48.390569999999997,10000.000000000000000,272,62831.853071795863798,314159265.358979284763336,671.674808578511033
273,272,Sul,Florianopolis,Praia Brava,-27.400804000000001,-48.413401000000000,10000.000000000000000,273,62831.853071795863798,314159265.358979284763336,577.180945251640992
274,273,Sul,Santa Catarina South,Praia Brava,-27.396440999999999,-48.414130000000000,10000.000000000000000,274,62831.853071795863798,314159265.358979284763336,546.012118787946974
275,274,Sul,Florianopolis,Lambe lambe,-27.387601000000000,-48.433185000000002,10000.000000000000000,275,62831.853071795863798,314159265.358979284763336,503.621122561136019
276,275,Sul,Florianopolis,Ponta Do Rapa,-27.380837000000000,-48.420524999999998,10000.000000000000000,276,62831.853071795863798,314159265.358979284763336,439.591453679384983
277,276,Sul,Santa Catarina North,Tingua,-27.368165999999999,-48.532501000000003,10000.000000000000000,277,62831.853071795863798,314159265.358979284763336,248.938834715978999
278,277,Sul,Santa Catarina North,Palmas,-27.321984000000000,-48.535451999999999,10000.000000000000000,278,62831.853071795863798,314159265.358979284763336,139.504745525438011
279,278,Sul,Santa Catarina North,Mariscal,-27.166504000000000,-48.494833000000000,10000.000000000000000,279,62831.853071795863798,314159265.358979284763336,408.988364193780001
280,279,Sul,Santa Catarina North,Quatro Ilhas,-27.156195000000000,-48.482923999999997,10000.000000000000000,280,62831.853071795863798,314159265.358979284763336,367.134450242625007
281,280,Sul,Santa Catarina North,Bombinhas,-27.148367000000000,-48.489531999999997,10000.000000000000000,281,62831.853071795863798,314159265.358979284763336,386.315658929952974
282,281,Sul,Santa Catarina North,Bombas,-27.140118000000001,-48.506784000000003,10000.000000000000000,282,62831.853071795863798,314159265.358979284763336,456.445849396168001
283,282,Sul,Santa Catarina North,Meia Praia,-27.104825000000002,-48.609009000000000,10000.000000000000000,283,62831.853071795863798,314159265.358979284763336,826.456669038090013
284,283,Sul,Santa Catarina North,Itapema,-27.095541000000001,-48.609738000000000,10000.000000000000000,284,62831.853071795863798,314159265.358979284763336,879.598553409120996
285,284,Sul,Santa Catarina North,Ponta do Cabeço,-27.093436000000001,-48.601959999999998,10000.000000000000000,285,62831.853071795863798,314159265.358979284763336,847.718685368541969
286,285,Sul,Santa Catarina North,Mocó,-27.080182000000001,-48.588451999999997,10000.000000000000000,286,62831.853071795863798,314159265.358979284763336,808.545490352124034
287,286,Sul,Santa Catarina North,Estaleirinho,-27.049112000000001,-48.586779000000000,10000.000000000000000,287,62831.853071795863798,314159265.358979284763336,859.911810156551951
288,287,Sul,Santa Catarina North,Estaleiro (reef),-27.025050000000000,-48.574064999999997,10000.000000000000000,288,62831.853071795863798,314159265.358979284763336,720.294380824160044
289,288,Sul,Santa Catarina North,Balneário Camboriú,-26.987711999999998,-48.629950999999998,10000.000000000000000,289,62831.853071795863798,314159265.358979284763336,1067.172429685240104
290,289,Sul,Santa Catarina North,Parcel,-26.976469000000002,-48.623170999999999,10000.000000000000000,290,62831.853071795863798,314159265.358979284763336,1081.203141855439981
291,290,Sul,Santa Catarina North,Praia dos Amores,-26.957191000000002,-48.629221999999999,10000.000000000000000,291,62831.853071795863798,314159265.358979284763336,1255.930343169140087
292,291,Sul,Santa Catarina North,Praia Brava,-26.941659999999999,-48.628234999999997,10000.000000000000000,292,62831.853071795863798,314159265.358979284763336,1265.415452183199932
293,292,Sul,Santa Catarina North,Morcego,-26.931052000000001,-48.625214999999997,10000.000000000000000,293,62831.853071795863798,314159265.358979284763336,1232.177707059079921
294,293,Sul,Santa Catarina North,Atalaia,-26.915163000000000,-48.639361000000001,10000.000000000000000,294,62831.853071795863798,314159265.358979284763336,1229.606812156240039
295,294,Sul,Santa Catarina North,Pracinha,-26.901883999999999,-48.641613999999997,10000.000000000000000,295,62831.853071795863798,314159265.358979284763336,1226.574934262870102
296,295,Sul,Santa Catarina North,Navegantes,-26.897577999999999,-48.638705999999999,10000.000000000000000,296,62831.853071795863798,314159265.358979284763336,1205.391593671590044
297,296,Sul,Santa Catarina North,Garrincha,-26.858702999999998,-48.634619000000001,10000.000000000000000,297,62831.853071795863798,314159265.358979284763336,1201.073661115829964
298,297,Sul,Santa Catarina North,Gravatá (1 e 2),-26.831883000000001,-48.621969000000000,10000.000000000000000,298,62831.853071795863798,314159265.358979284763336,853.409072250549002
299,298,Sul,Santa Catarina North,Gravatá,-26.831730000000000,-48.623427999999997,10000.000000000000000,299,62831.853071795863798,314159265.358979284763336,870.438587821589977
300,299,Sul,Santa Catarina North,Quilombo,-26.766992999999999,-48.639414000000002,10000.000000000000000,300,62831.853071795863798,314159265.358979284763336,799.090217820562998
301,300,Sul,Santa Catarina North,Quilombo (reef),-26.765743000000001,-48.640143999999999,10000.000000000000000,301,62831.853071795863798,314159265.358979284763336,803.934556030378985
302,301,Sul,Santa Catarina North,molhe de Piçarras,-26.757026000000000,-48.673434999999998,10000.000000000000000,302,62831.853071795863798,314159265.358979284763336,862.895304188077034
303,302,Sul,Santa Catarina North,Laje do Jacques,-26.726915999999999,-48.673060000000000,10000.000000000000000,303,62831.853071795863798,314159265.358979284763336,743.576955702436976
304,303,Sul,Santa Catarina North,Syphodys,-26.701371000000002,-48.680247999999999,10000.000000000000000,304,62831.853071795863798,314159265.358979284763336,795.056642631173986
305,304,Sul,Santa Catarina North,ilha do grants,-26.696031999999999,-48.674990999999999,10000.000000000000000,305,62831.853071795863798,314159265.358979284763336,738.556813103783043
306,305,Sul,Santa Catarina North,barra de Itajuba,-26.691344999999998,-48.684164000000003,10000.000000000000000,306,62831.853071795863798,314159265.358979284763336,756.879135386677035
307,306,Sul,Santa Catarina North,Praia do Sol,-26.679962000000000,-48.688166000000002,10000.000000000000000,307,62831.853071795863798,314159265.358979284763336,757.791951141195000
308,307,Sul,Santa Catarina North,Praia do Tabuleiro,-26.643014000000001,-48.682051000000001,10000.000000000000000,308,62831.853071795863798,314159265.358979284763336,642.630738207926015
309,308,Sul,Santa Catarina North,Canoas,-26.639403000000001,-48.682501000000002,10000.000000000000000,309,62831.853071795863798,314159265.358979284763336,631.189304926636055
310,309,Sul,Santa Catarina North,Barrinha,-26.623905000000001,-48.679991000000001,10000.000000000000000,310,62831.853071795863798,314159265.358979284763336,583.468739091412999
311,310,Sul,Santa Catarina North,Foz do Itapocu,-26.580708000000001,-48.663769000000002,10000.000000000000000,311,62831.853071795863798,314159265.358979284763336,427.586688490129973
312,311,Sul,Santa Catarina South,Foz do Itapocu,-26.566918999999999,-48.657525000000000,10000.000000000000000,312,62831.853071795863798,314159265.358979284763336,335.667866926239014
313,312,Sul,Santa Catarina North,Praia do Bispo,-26.469248000000000,-48.607056000000000,10000.000000000000000,313,62831.853071795863798,314159265.358979284763336,291.440909663937020
314,313,Sul,Santa Catarina North,Picama,-26.458086999999999,-48.596874000000000,10000.000000000000000,314,62831.853071795863798,314159265.358979284763336,334.275817408203011
315,314,Sul,Santa Catarina North,"Praia Grande, São Francisco do Sul",-26.235880000000002,-48.502600000000001,10000.000000000000000,315,62831.853071795863798,314159265.358979284763336,277.296820000412026
316,315,Sul,Santa Catarina South,Praia da Saudade,-26.230606000000002,-48.498888000000001,10000.000000000000000,316,62831.853071795863798,314159265.358979284763336,272.827913708524022
317,316,Sul,Santa Catarina South,Sao Francisco do Sul,-26.219557999999999,-48.502107000000002,10000.000000000000000,317,62831.853071795863798,314159265.358979284763336,274.044976047227976
318,317,Sul,Santa Catarina South,Píer da Petrobras,-26.217386999999999,-48.500518999999997,10000.000000000000000,318,62831.853071795863798,314159265.358979284763336,270.654878670248024
319,318,Sul,Santa Catarina North,Sumidouro,-26.169526000000001,-48.552478999999998,10000.000000000000000,319,62831.853071795863798,314159265.358979284763336,458.273448290433976
320,319,Sul,Santa Catarina North,Praia do Forte,-26.163305999999999,-48.533220000000000,10000.000000000000000,320,62831.853071795863798,314159265.358979284763336,402.735720058823972
321,320,Sul,Santa Catarina North,Terceira Pedra,-26.067008999999999,-48.607646000000003,10000.000000000000000,321,62831.853071795863798,314159265.358979284763336,394.209214305028979
322,321,Sul,Santa Catarina North,Barra do sai mirim,-26.007832000000001,-48.604061000000002,10000.000000000000000,322,62831.853071795863798,314159265.358979284763336,340.211932164912980
323,322,Sul,Parana,Barrinha,-25.976699000000000,-48.590727000000001,10000.000000000000000,323,62831.853071795863798,314159265.358979284763336,284.448173487743020
324,323,Sul,Parana,Guaratuba Praia Brava,-25.897758000000000,-48.564290999999997,10000.000000000000000,324,62831.853071795863798,314159265.358979284763336,459.414570608221027
325,324,Sul,Parana,Praia Brava Guaratuba,-25.892817000000001,-48.561458999999999,10000.000000000000000,325,62831.853071795863798,314159265.358979284763336,480.802629979132007
326,325,Sul,Parana,Direitas de Guaratuba,-25.890046000000002,-48.560288999999997,10000.000000000000000,326,62831.853071795863798,314159265.358979284763336,493.252965702494976
327,326,Sul,Parana,Pico de Matinhos,-25.817817999999999,-48.529701000000003,10000.000000000000000,327,62831.853071795863798,314159265.358979284763336,421.420041036924999
328,327,Sul,Parana,Ilha do Mel,-25.548327000000000,-48.295383000000001,10000.000000000000000,328,62831.853071795863798,314159265.358979284763336,123.267626096865001
329,328,Sul,Parana,Farolete,-25.515314000000000,-48.286113999999998,10000.000000000000000,329,62831.853071795863798,314159265.358979284763336,76.963890354492705
330,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537000000001,-47.011699999999998,10000.000000000000000,330,62831.853071795863798,314159265.358979284763336,493.599310044065021
331,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718000000002,-46.618552000000001,10000.000000000000000,331,62831.853071795863798,314159265.358979284763336,494.150937555705013
332,331,NA,Sao Paulo North,Pitangueiras,-24.036431000000000,-45.845947000000002,10000.000000000000000,332,62831.853071795863798,314159265.358979284763336,0.000000000000000
333,332,Sudeste,Sao Paolo South,Tombo,-24.014990000000001,-46.272697000000001,10000.000000000000000,333,62831.853071795863798,314159265.358979284763336,1135.291611416209889
334,333,Sudeste,Sao Paulo North,Astúrias,-24.007738000000000,-46.266475000000000,10000.000000000000000,334,62831.853071795863798,314159265.358979284763336,1200.549414571949910
335,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000935999999999,-46.260767000000001,10000.000000000000000,335,62831.853071795863798,314159265.358979284763336,1239.549661074189999
336,335,Sudeste,Sao Paulo North,porta do sol,-23.981331999999998,-46.373762999999997,10000.000000000000000,336,62831.853071795863798,314159265.358979284763336,1890.645096525530107
337,336,Sudeste,Sao Paolo South,Itarare,-23.972332999999999,-46.362003999999999,10000.000000000000000,337,62831.853071795863798,314159265.358979284763336,1976.204905142109965
338,337,Sudeste,Sao Paolo South,Santos,-23.971744000000001,-46.347208999999999,10000.000000000000000,338,62831.853071795863798,314159265.358979284763336,1991.549589315610092
339,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431000000000,-46.184033999999997,10000.000000000000000,339,62831.853071795863798,314159265.358979284763336,589.954087869327964
340,339,Sudeste,Sao Paulo North,Bonete,-23.917383000000001,-45.347785999999999,10000.000000000000000,340,62831.853071795863798,314159265.358979284763336,50.933409623393203
341,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522000000001,-46.166581000000001,10000.000000000000000,341,62831.853071795863798,314159265.358979284763336,414.342382591200987
342,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902191999999999,-46.152724999999997,10000.000000000000000,342,62831.853071795863798,314159265.358979284763336,374.997877976330017
343,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726000000001,-46.151353999999998,10000.000000000000000,343,62831.853071795863798,314159265.358979284763336,380.755768262868003
344,343,Sudeste,Sao Paolo South,praia branca,-23.863427999999999,-46.130795999999997,10000.000000000000000,344,62831.853071795863798,314159265.358979284763336,355.487441023737006
345,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582000000001,-45.288905999999997,10000.000000000000000,345,62831.853071795863798,314159265.358979284763336,123.902931944008003
346,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.839860000000002,-46.123674000000001,10000.000000000000000,346,62831.853071795863798,314159265.358979284763336,419.002306945573991
347,346,Sudeste,Sao Paulo North,Santiago,-23.819897999999998,-45.541420000000002,10000.000000000000000,347,62831.853071795863798,314159265.358979284763336,148.983493223040000
348,347,Sudeste,Sao Paulo North,Guaecá,-23.819123000000001,-45.466200000000001,10000.000000000000000,348,62831.853071795863798,314159265.358979284763336,321.983179981774015
349,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808668999999998,-46.022072000000001,10000.000000000000000,349,62831.853071795863798,314159265.358979284763336,362.875885422832027
350,349,Sudeste,Sao Paulo North,Paúba,-23.802819000000000,-45.553167999999999,10000.000000000000000,350,62831.853071795863798,314159265.358979284763336,171.537835664178004
351,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026000000001,-45.991173000000003,10000.000000000000000,351,62831.853071795863798,314159265.358979284763336,336.084822007907007
