OBJECTID,Name,Surf_Spot,Shape_Leng,Shape_Area,SUM_Area_S
222, ,Camacho,62831.853071795863798,314159265.358979284763336,0.881948075438105
223, ,Cigana,62831.853071795863798,314159265.358979284763336,0.862666873718245
224, ,Cardozo,62831.853071795863798,314159265.358979284763336,0.826858096398472
225, ,Cemiterio,62831.853071795863798,314159265.358979284763336,0.754934908743565
226, ,Prainha do Farol,62831.853071795863798,314159265.358979284763336,0.817491144796467
227, ,Ipoa,62831.853071795863798,314159265.358979284763336,0.422108927097447
228, ,Teresa,62831.853071795863798,314159265.358979284763336,0.429626788729327
229, ,Praia de Cima,62831.853071795863798,314159265.358979284763336,0.687861593244388
230, ,Laguna,62831.853071795863798,314159265.358979284763336,1.048598655093670
231, ,Cavalinho,62831.853071795863798,314159265.358979284763336,1.108345668880010
232, ,Itapirubá,62831.853071795863798,314159265.358979284763336,0.669507849572982
233, ,Itapirubá Norte,62831.853071795863798,314159265.358979284763336,0.632479081715483
234, ,Castelinho,62831.853071795863798,314159265.358979284763336,0.236829090504110
235, ,Praia da Vila,62831.853071795863798,314159265.358979284763336,0.158439276977407
236, ,Ribanceira,62831.853071795863798,314159265.358979284763336,0.175297069378782
237, ,Ibiraquera,62831.853071795863798,314159265.358979284763336,0.148796775120990
238, ,Rosa Sul,62831.853071795863798,314159265.358979284763336,0.105195444176384
239, ,Rosa Norte,62831.853071795863798,314159265.358979284763336,0.108851490867077
240, ,Vermelha,62831.853071795863798,314159265.358979284763336,0.044430047967148
241, ,Ouvidor,62831.853071795863798,314159265.358979284763336,0.049144405143721
242, ,Barrinha,62831.853071795863798,314159265.358979284763336,0.095793820711961
243, ,Ferrugem,62831.853071795863798,314159265.358979284763336,0.099577173029749
244, ,Praia do Silveira,62831.853071795863798,314159265.358979284763336,0.081514910628713
245, ,Garopaba Centro,62831.853071795863798,314159265.358979284763336,0.098935303079980
246, ,Siriu,62831.853071795863798,314159265.358979284763336,0.100784132708280
247, ,Gamboa,62831.853071795863798,314159265.358979284763336,0.112446711460069
248, ,Guarda do embau,62831.853071795863798,314159265.358979284763336,0.038696817904968
