OBJECTID,Name,Lat,Lon,Zone,Surf_Spot,Surfline_n,Quality__0,Frequency_,Direction,Type,Experience,Latitude,Longitude,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,ramsar_per
204, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Xangri-lá, ,3.000000000000000,3,Right and left,Beach-break,All surfers,-29.785982000000001,-50.024636000000001,10000.000000000000000,203,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
205, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Atlântida - Pier, ,3.000000000000000,3,Right and left,Sand-bar,All surfers,-29.784716000000000,-50.022554000000000,10000.000000000000000,204,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
206, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Capao da Canoa, ,3.000000000000000,3,Right and left,Sand-bar,All surfers,-29.758676999999999,-50.010967000000001,10000.000000000000000,205,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
207, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Capao Novo, ,3.000000000000000,3,Right and left,Beach-break,All surfers,-29.686972000000001,-49.972558999999997,10000.000000000000000,206,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
208, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Curumim, ,3.000000000000000,4,Right and left,Beach-break,Experienced surfers,-29.625605000000000,-49.935744999999997,10000.000000000000000,207,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
209, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Itapeva, ,3.000000000000000,3,Right and left,Beach-break,All surfers,-29.372975000000000,-49.784109999999998,10000.000000000000000,208,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
210, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Guarita, ,3.000000000000000,2,Right and left,Beach-break,All surfers,-29.357804999999999,-49.733997000000002,10000.000000000000000,209,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
211, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Cal, ,3.500000000000000,3,Right and left,Beach-break,All surfers,-29.349421000000000,-49.729849999999999,10000.000000000000000,210,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
212, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Ilha dos Lobos, ,5.000000000000000,2,Left,Reef-rocky,Pros or kamikaze only...,-29.346876999999999,-49.704411999999998,10000.000000000000000,211,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
213, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Prainha, ,3.500000000000000,3,Right and left,Beach-break,Experienced surfers,-29.342434999999998,-49.724497000000000,10000.000000000000000,212,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
214, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Saraiva, ,3.500000000000000,3,Right and left,Beach-break,Experienced surfers,-29.340395999999998,-49.723241000000002,10000.000000000000000,213,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
215, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Molhes, ,3.500000000000000,3,Right and left,Beach-break,All surfers,-29.327311000000002,-49.712007999999997,10000.000000000000000,214,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
216, ,0.000000000000000,0.000000000000000,Rio Grande Do Sul,Passo de Torres, ,3.500000000000000,2,Right and left,Rivermouth,Experienced surfers,-29.324159000000002,-49.712415999999997,10000.000000000000000,215,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
217, ,0.000000000000000,0.000000000000000,Santa Catarina South,Gaivota, ,3.000000000000000,2,Right and left,Beach-break,Experienced surfers,-29.164828000000000,-49.582157000000002,10000.000000000000000,216,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
218, ,0.000000000000000,0.000000000000000,Santa Catarina South,Arroio do Silva, ,3.500000000000000,2,Right and left,Beach-break,Experienced surfers,-28.943866000000000,-49.385604999999998,10000.000000000000000,217,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
219, ,0.000000000000000,0.000000000000000,Santa Catarina South,Morro dos Conventos, ,3.500000000000000,3,Right and left,Beach-break,All surfers,-28.937256000000001,-49.329642999999997,10000.000000000000000,218,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
220, ,0.000000000000000,0.000000000000000,Santa Catarina South,Rincão, ,3.500000000000000,4,Right and left,Beach-break,Experienced surfers,-28.833846999999999,-49.216003000000001,10000.000000000000000,219,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
