OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count
40,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,10000.000000000000000,40,62831.853071795863798,314159265.358979284763336,1.004937562473573,2586
41,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,10000.000000000000000,41,62831.853071795863798,314159265.358979284763336,3.454440057911825,5810
42,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,10000.000000000000000,42,62831.853071795863798,314159265.358979284763336,4.296245362606604,5082
43,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,10000.000000000000000,43,62831.853071795863798,314159265.358979284763336,4.522638913351383,5234
44,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,10000.000000000000000,44,62831.853071795863798,314159265.358979284763336,5.874191620674829,28388
45,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,10000.000000000000000,45,62831.853071795863798,314159265.358979284763336,0.087441421336357,261
46,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,10000.000000000000000,46,62831.853071795863798,314159265.358979284763336,0.339174657597268,678
47,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,10000.000000000000000,47,62831.853071795863798,314159265.358979284763336,0.144232530951988,121
48,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,10000.000000000000000,48,62831.853071795863798,314159265.358979284763336,1.221555287029616,3911
49,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,10000.000000000000000,49,62831.853071795863798,314159265.358979284763336,2.618274214390780,6396
50,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,10000.000000000000000,50,62831.853071795863798,314159265.358979284763336,0.157244683641267,317
51,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,10000.000000000000000,51,62831.853071795863798,314159265.358979284763336,0.001435973234271,8
52,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,10000.000000000000000,52,62831.853071795863798,314159265.358979284763336,13.793582290069420,58121
53,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,10000.000000000000000,53,62831.853071795863798,314159265.358979284763336,13.678839046871051,55786
54,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,10000.000000000000000,54,62831.853071795863798,314159265.358979284763336,0.033624519590381,52
55,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,10000.000000000000000,55,62831.853071795863798,314159265.358979284763336,0.134892522665683,334
56,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,10000.000000000000000,56,62831.853071795863798,314159265.358979284763336,0.254966059351482,630
57,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,10000.000000000000000,57,62831.853071795863798,314159265.358979284763336,0.239880906523677,621
58,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,10000.000000000000000,58,62831.853071795863798,314159265.358979284763336,0.186244983480419,508
59,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,10000.000000000000000,59,62831.853071795863798,314159265.358979284763336,0.157075011752472,1177
60,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,10000.000000000000000,60,62831.853071795863798,314159265.358979284763336,0.616357034213569,3365
61,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,10000.000000000000000,61,62831.853071795863798,314159265.358979284763336,0.750564442726341,4702
62,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,10000.000000000000000,62,62831.853071795863798,314159265.358979284763336,2.810673357840219,17522
63,71,Sudeste,NA,Praia do Morro,-20.659787999999999,-40.493842999999998,NA,NA,NA,NA,NA,10000.000000000000000,63,62831.853071795863798,314159265.358979284763336,3.441325748254545,23160
64,72,Sudeste,NA,Ponta de Bororo,-20.614518000000000,-40.415382000000001,NA,NA,NA,NA,NA,10000.000000000000000,64,62831.853071795863798,314159265.358979284763336,1.715920233776019,12030
65,73,Sudeste,NA,Tropical,-20.559543999999999,-40.391810000000000,NA,NA,NA,NA,NA,10000.000000000000000,65,62831.853071795863798,314159265.358979284763336,0.380453779002650,3131
66,74,Sudeste,NA,Dunas de Ule,-20.542100000000001,-40.379860999999998,NA,NA,NA,NA,NA,10000.000000000000000,66,62831.853071795863798,314159265.358979284763336,0.110471237613324,657
67,75,Sudeste,NA,Guarapari - Ule,-20.541319000000001,-40.378385999999999,NA,NA,NA,NA,NA,10000.000000000000000,67,62831.853071795863798,314159265.358979284763336,0.112189997492403,660
68,76,Sudeste,NA,Ponta da Fruta,-20.516836999999999,-40.358133000000002,NA,NA,NA,NA,NA,10000.000000000000000,68,62831.853071795863798,314159265.358979284763336,0.270213088512823,1936
69,77,Sudeste,NA,Coral Dois,-20.448948000000001,-40.330300000000001,NA,NA,NA,NA,NA,10000.000000000000000,69,62831.853071795863798,314159265.358979284763336,1.822158541649248,10819
70,78,Sudeste,NA,Ponta da Belina,-20.445827000000001,-40.329245000000000,NA,NA,NA,NA,NA,10000.000000000000000,70,62831.853071795863798,314159265.358979284763336,1.943952251269293,10967
71,79,Sudeste,NA,Coral Um,-20.437659000000000,-40.326006999999997,NA,NA,NA,NA,NA,10000.000000000000000,71,62831.853071795863798,314159265.358979284763336,2.288868371840458,11707
72,80,Sudeste,NA,"Barrao, Brazil",-20.427381000000000,-40.320982000000001,NA,NA,NA,NA,NA,10000.000000000000000,72,62831.853071795863798,314159265.358979284763336,2.832867186553687,13606
73,81,Sudeste,NA,Barrinha,-20.422540999999999,-40.321933999999999,NA,NA,NA,NA,NA,10000.000000000000000,73,62831.853071795863798,314159265.358979284763336,3.083720530484080,14393
74,82,Sudeste,NA,Praia de Camburi,-20.279677000000000,-40.248994000000003,NA,NA,NA,NA,NA,10000.000000000000000,74,62831.853071795863798,314159265.358979284763336,10.001166327289582,65066
75,83,Sudeste,NA,Velzyland,-20.244838999999999,-40.216205000000002,NA,NA,NA,NA,NA,10000.000000000000000,75,62831.853071795863798,314159265.358979284763336,3.791985764174821,16898
76,84,Sudeste,NA,Ponta da Cacao,-20.219573000000000,-40.196268000000003,NA,NA,NA,NA,NA,10000.000000000000000,76,62831.853071795863798,314159265.358979284763336,2.257108411490799,6841
77,85,Sudeste,NA,"Manguinhos, Brazil",-20.199344000000000,-40.190266999999999,NA,NA,NA,NA,NA,10000.000000000000000,77,62831.853071795863798,314159265.358979284763336,1.026087460358267,1196
78,86,Sudeste,NA,Praia da Baleia,-20.171105000000001,-40.184866000000000,NA,NA,NA,NA,NA,10000.000000000000000,78,62831.853071795863798,314159265.358979284763336,0.757434125000600,547
79,87,Sudeste,NA,Jacaraipe - Solemar,-20.109774999999999,-40.171481000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,62831.853071795863798,314159265.358979284763336,0.276723270301686,293
80,88,Sudeste,NA,Xa,-20.107229000000000,-40.171174999999998,NA,NA,NA,NA,NA,10000.000000000000000,80,62831.853071795863798,314159265.358979284763336,0.244126258020958,290
81,89,Sudeste,NA,Nova Almeida,-20.058461999999999,-40.183000999999997,NA,NA,NA,NA,NA,10000.000000000000000,81,62831.853071795863798,314159265.358979284763336,0.143747323334403,232
82,90,Sudeste,NA,Praia Grande,-20.047100000000000,-40.182743000000002,NA,NA,NA,NA,NA,10000.000000000000000,82,62831.853071795863798,314159265.358979284763336,0.093492654180495,128
83,91,Sudeste,NA,Regencia,-19.562811000000000,-39.764263999999997,NA,NA,NA,NA,NA,10000.000000000000000,83,62831.853071795863798,314159265.358979284763336,0.001925489530151,3
84,92,Sudeste,NA,Guriri,-18.910750000000000,-39.738563999999997,NA,NA,NA,NA,NA,10000.000000000000000,84,62831.853071795863798,314159265.358979284763336,0.000000000000000,0
85,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537000000001,-47.011699999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,85,62831.853071795863798,314159265.358979284763336,0.204871828767668,1398
86,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718000000002,-46.618552000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,86,62831.853071795863798,314159265.358979284763336,0.044943148865638,125
87,332,Sudeste,Sao Paolo South,Tombo,-24.014990000000001,-46.272697000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,87,62831.853071795863798,314159265.358979284763336,1.599219151953487,1992
88,333,Sudeste,Sao Paulo North,Astúrias,-24.007738000000000,-46.266475000000000,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,88,62831.853071795863798,314159265.358979284763336,1.715833006903995,2172
89,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000935999999999,-46.260767000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,89,62831.853071795863798,314159265.358979284763336,1.760542609880132,2216
90,335,Sudeste,Sao Paulo North,porta do sol,-23.981331999999998,-46.373762999999997,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,90,62831.853071795863798,314159265.358979284763336,2.422831629220253,2759
91,336,Sudeste,Sao Paolo South,Itarare,-23.972332999999999,-46.362003999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,91,62831.853071795863798,314159265.358979284763336,2.584986917890189,2882
92,337,Sudeste,Sao Paolo South,Santos,-23.971744000000001,-46.347208999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,92,62831.853071795863798,314159265.358979284763336,2.578975525646686,2871
93,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431000000000,-46.184033999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,93,62831.853071795863798,314159265.358979284763336,0.264879898128455,610
94,339,Sudeste,Sao Paulo North,Bonete,-23.917383000000001,-45.347785999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,94,62831.853071795863798,314159265.358979284763336,0.000417580211079,3
95,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522000000001,-46.166581000000001,4,3,Right and left,Sand-bar,All surfers,10000.000000000000000,95,62831.853071795863798,314159265.358979284763336,0.051981460854937,39
96,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902191999999999,-46.152724999999997,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,96,62831.853071795863798,314159265.358979284763336,0.063944409261148,37
97,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726000000001,-46.151353999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,97,62831.853071795863798,314159265.358979284763336,0.087371124301380,97
98,343,Sudeste,Sao Paolo South,praia branca,-23.863427999999999,-46.130795999999997,3.5,3,Left,Beach-break,All surfers,10000.000000000000000,98,62831.853071795863798,314159265.358979284763336,0.071760643643570,111
99,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582000000001,-45.288905999999997,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,99,62831.853071795863798,314159265.358979284763336,0.122956954711865,491
100,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.839860000000002,-46.123674000000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,100,62831.853071795863798,314159265.358979284763336,0.137997109408910,243
101,346,Sudeste,Sao Paulo North,Santiago,-23.819897999999998,-45.541420000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,101,62831.853071795863798,314159265.358979284763336,0.029281710509448,52
102,347,Sudeste,Sao Paulo North,Guaecá,-23.819123000000001,-45.466200000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,102,62831.853071795863798,314159265.358979284763336,0.127735429923394,342
103,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808668999999998,-46.022072000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,103,62831.853071795863798,314159265.358979284763336,0.555722277848276,403
104,349,Sudeste,Sao Paulo North,Paúba,-23.802819000000000,-45.553167999999999,4,2,Right and left,Beach-break,Pros or kamikaze only...,10000.000000000000000,104,62831.853071795863798,314159265.358979284763336,0.039780431057372,64
105,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026000000001,-45.991173000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,62831.853071795863798,314159265.358979284763336,0.545165004014563,379
106,351,Sudeste,Sao Paulo North,Maresias,-23.791530000000002,-45.573456000000000,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,62831.853071795863798,314159265.358979284763336,0.051790903500103,91
107,352,Sudeste,Sao Paulo North,Camburi,-23.778825999999999,-45.649137000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,107,62831.853071795863798,314159265.358979284763336,0.084786667295852,285
108,353,Sudeste,Sao Paulo North,Baleia,-23.777600000000000,-45.670217000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,108,62831.853071795863798,314159265.358979284763336,0.069027906326864,284
109,354,Sudeste,Sao Paulo North,Guaratuba,-23.772306000000000,-45.922251000000003,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,109,62831.853071795863798,314159265.358979284763336,0.104160932204395,56
110,355,Sudeste,Sao Paulo North,Juquehy,-23.768065000000000,-45.738143999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,110,62831.853071795863798,314159265.358979284763336,0.051566197335533,246
111,356,Sudeste,Sao Paulo North,Massaguaçu,-23.590772999999999,-45.334611000000002,3.5,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,111,62831.853071795863798,314159265.358979284763336,0.098860328653071,219
112,357,Sudeste,Sao Paulo North,Simão,-23.585149000000001,-45.238287000000000,3.5,3,Right,Beach-break,Experienced surfers,10000.000000000000000,112,62831.853071795863798,314159265.358979284763336,0.064751727360767,175
113,358,Sudeste,Sao Paulo North,Praia do sape,-23.531963000000001,-45.222301000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,113,62831.853071795863798,314159265.358979284763336,0.067190391194859,191
114,359,Sudeste,Sao Paulo North,Lagoinha,-23.521339000000001,-45.205221000000002,3.5,2,Right and left,Beach-break,Beginners wave,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,0.026688555703690,115
115,360,Sudeste,Sao Paulo North,Sununga,-23.511344000000001,-45.129432999999999,3.5,3,Right,Beach-break,Pros or kamikaze only...,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,0.027918099371326,75
116,361,Sudeste,Sao Paulo North,Toninhas,-23.484739000000001,-45.073771000000001,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,0.071977193896222,125
117,362,Sudeste,Sao Paulo North,Praia Grande (PG),-23.478835000000000,-45.067290999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,0.072320277733154,127
118,363,Sudeste,Sao Paulo North,Praia Grande North,-23.467497999999999,-45.062055999999998,3,3,Left,Beach-break,All surfers,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,0.074157009709038,133
119,364,Sudeste,Sao Paulo North,Vermelha do Centro,-23.463128000000001,-45.049353000000004,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,0.071643625359287,124
120,365,Sudeste,Sao Paulo North,Patiero,-23.456318000000000,-45.021242999999998,3.5,2,NA,Reef-rocky,Experienced surfers,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,0.066026718152872,110
121,366,Sudeste,Sao Paulo North,Vermelha do Norte,-23.416982000000001,-45.035876999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,0.063926835505617,124
122,367,Sudeste,Sao Paulo North,Itamambuca,-23.402332000000001,-45.001458999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,0.045756375201790,87
123,368,Sudeste,Sao Paulo North,Praia do Felix,-23.389334000000002,-44.972405000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,0.001267685878703,7
124,369,Sudeste,Sao Paulo North,Brava do Camburi,-23.370963000000000,-44.799858999999998,3,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,0.001366327226284,3
125,370,Sudeste,Rio De Janeiro City,Ponta do Cepílio,-23.343990000000002,-44.711781000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,0.000740912083505,1
126,371,Sudeste,Rio De Janeiro City,Laranjeiras,-23.336050000000000,-44.674294000000003,3.5,3,Right,Beach-break,All surfers,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,0.007916492320180,82
127,372,Sudeste,Rio De Janeiro City,Martim de Sa,-23.304048999999999,-44.553486999999997,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,0.006483531177057,74
128,373,Sudeste,Rio De Janeiro Norte,Aventureiro,-23.180132000000000,-44.304428000000001,3.5,4,Left,Point-break,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,0.073226704586074,708
129,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453000000000,-44.128990000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,0.125893202357445,1164
130,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018000000001,-43.569374000000003,4,2,Left,Rivermouth,Experienced surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,0.213074859393861,330
131,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999000000000,-44.366816000000000,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,0.570264785150034,2720
132,377,Sudeste,Rio De Janeiro City,Grumari,-23.049130999999999,-43.526673000000002,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,1.058103233515564,2718
133,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759000000001,-43.505259000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,1.410309889190160,3619
134,379,Sudeste,Rio De Janeiro City,CcB,-23.034576999999999,-43.488737999999998,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,1.580426329226864,4026
135,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085000000001,-43.472729000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,1.877087815419499,4303
136,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829000000001,-43.470989000000003,3,2,Left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,1.894885675143752,4317
137,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033294999999999,-43.467430000000000,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,1.956550451378453,4423
138,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031000000000,-43.475603999999997,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,1.882343269305791,4318
