OBJECTID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,coral_reef
105,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
106,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
107,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,107,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
108,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,108,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
109,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,109,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
110,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,110,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
111,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,111,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
112,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,112,62831.853071795863798,314159265.358979284763336,0.263284422819722,0.000838060346617
113,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,113,62831.853071795863798,314159265.358979284763336,0.263284422819722,0.000838060346617
114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,3.643705109915920,0.011598273588246
116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,3.499542182386400,0.011139388737708
117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,2.149393920771770,0.006841733342850
118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,3.641847909588940,0.011592361935999
119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,1.392012315961210,0.004430912818600
120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,1.112749814701210,0.003541992668686
121,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,1.116668407809590,0.003554465937949
122,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,0.620346844592697,0.001974625334968
123,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,1.416140150588560,0.004507714101541
124,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,0.845321143296264,0.002690740769114
125,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
126,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,1.127823240010690,0.003589972871632
127,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,3.215797214380170,0.010236200452995
128,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,3.572875654659370,0.011372816429835
129,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,2.289954732270700,0.007289152301951
130,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,5.400645477488350,0.017190788472583
131,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,6.326322283224130,0.020137309259351
