OBJECTID,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Leng,Shape_Area,F2010,SLR_employ,Shape_Le_1,Shape_Ar_1
14,2,14,13,Sudeste,NA,Itanhaem,-24.151427000000002,-46.707858000000002,NA,NA,NA,NA,NA,10000.000000000000000,14,3522109,Itanhaém,SP,"Sports, recreation and leisure activities",24.000000000000000,97.000000000000000,174121.336961891793180,720348369.871413707733154,87057.000000000000000,0.000557106263712,62831.853071795863798,314159265.358979284763336
15,2,15,14,Sudeste,NA,Praia Grande,-24.028497000000002,-46.438310000000001,NA,NA,NA,NA,NA,10000.000000000000000,15,3541000,Praia Grande,SP,"Sports, recreation and leisure activities",85.000000000000000,273.000000000000000,87910.935457678569946,178944809.943888038396835,262051.000000000000000,0.001026237720691,62831.853071795863798,314159265.358979284763336
16,2,16,15,Sudeste,NA,Praia do Forte dos Andradas,-24.028369000000001,-46.288159000000000,NA,NA,NA,NA,NA,10000.000000000000000,16,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.003193935380208,62831.853071795863798,314159265.358979284763336
17,2,17,16,Sudeste,NA,Praia do Forte dos Andradas,-24.025659999999998,-46.285460000000000,NA,NA,NA,NA,NA,10000.000000000000000,17,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.003193935380208,62831.853071795863798,314159265.358979284763336
18,4,18,17,Sudeste,NA,Praia da Ponta Grossa,-24.024816000000001,-46.314497000000003,NA,NA,NA,NA,NA,10000.000000000000000,18,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.002110086550449,62831.853071795863798,314159265.358979284763336
19,4,19,18,Sudeste,NA,Itaipu,-24.019545000000001,-46.386795999999997,NA,NA,NA,NA,NA,10000.000000000000000,19,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.002110086550449,62831.853071795863798,314159265.358979284763336
20,4,20,19,Sudeste,NA,Guaiuba,-24.017081999999998,-46.295202000000003,NA,NA,NA,NA,NA,10000.000000000000000,20,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.002110086550449,62831.853071795863798,314159265.358979284763336
21,4,21,20,Sudeste,NA,Santos,-24.015000000000001,-46.353999999999999,NA,NA,NA,NA,NA,10000.000000000000000,21,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.002110086550449,62831.853071795863798,314159265.358979284763336
22,2,22,21,Sudeste,NA,Morro do Maluf,-23.997560000000000,-46.251593999999997,NA,NA,NA,NA,NA,10000.000000000000000,22,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.003193935380208,62831.853071795863798,314159265.358979284763336
23,2,23,22,Sudeste,NA,Praia da Enseada,-23.990651000000000,-46.209406000000001,NA,NA,NA,NA,NA,10000.000000000000000,23,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,118586.908537797920872,172964756.707564502954483,290752.000000000000000,0.003193935380208,62831.853071795863798,314159265.358979284763336
24,5,24,23,Sudeste,NA,Embare,-23.980865999999999,-46.317684000000000,NA,NA,NA,NA,NA,10000.000000000000000,24,3513504,Cubatão,SP,"Sports, recreation and leisure activities",29.000000000000000,90.000000000000000,81265.972325418348191,170453243.701563954353333,118720.000000000000000,0.001839686491033,62831.853071795863798,314159265.358979284763336
25,5,25,24,Sudeste,NA,Gonzaga,-23.974027000000000,-46.330098000000000,NA,NA,NA,NA,NA,10000.000000000000000,25,3513504,Cubatão,SP,"Sports, recreation and leisure activities",29.000000000000000,90.000000000000000,81265.972325418348191,170453243.701563954353333,118720.000000000000000,0.001839686491033,62831.853071795863798,314159265.358979284763336
26,3,26,25,Sudeste,NA,Pereque,-23.927582999999998,-46.178826000000001,NA,NA,NA,NA,NA,10000.000000000000000,26,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002129290253472,62831.853071795863798,314159265.358979284763336
27,3,27,26,Sudeste,NA,Praia Preta,-23.874700000000001,-46.138959000000000,NA,NA,NA,NA,NA,10000.000000000000000,27,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002129290253472,62831.853071795863798,314159265.358979284763336
28,3,28,27,Sudeste,NA,Praia da Bertioga,-23.846986000000001,-46.126967999999998,NA,NA,NA,NA,NA,10000.000000000000000,28,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002129290253472,62831.853071795863798,314159265.358979284763336
29,2,29,28,Sudeste,NA,Maresias,-23.793693260000001,-45.559764340000001,NA,NA,NA,NA,NA,10000.000000000000000,29,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
30,2,30,29,Sudeste,NA,Canto de Moreira,-23.793056000000000,-45.587394000000003,NA,NA,NA,NA,NA,10000.000000000000000,30,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
31,1,31,30,Sudeste,NA,Itaguere,-23.786995000000001,-45.971372000000002,NA,NA,NA,NA,NA,10000.000000000000000,31,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.000000000000000,62831.853071795863798,314159265.358979284763336
32,2,32,31,Sudeste,NA,Boicucanga,-23.784431000000001,-45.631354999999999,NA,NA,NA,NA,NA,10000.000000000000000,32,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
33,2,33,32,Sudeste,NA,Praia de Baleia,-23.775839000000001,-45.683985999999997,NA,NA,NA,NA,NA,10000.000000000000000,33,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
34,2,34,33,Sudeste,NA,Barra do Sahy,-23.774384999999999,-45.697569999999999,NA,NA,NA,NA,NA,10000.000000000000000,34,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
35,2,35,34,Sudeste,NA,Praia Preta,-23.773009999999999,-45.715814999999999,NA,NA,NA,NA,NA,10000.000000000000000,35,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
36,2,36,35,Sudeste,NA,Bananas Point,-23.771605000000001,-45.706209999999999,NA,NA,NA,NA,NA,10000.000000000000000,36,3510500,Caraguatatuba,SP,"Sports, recreation and leisure activities",66.000000000000000,267.000000000000000,206557.241009634482907,576540332.665464520454407,100840.000000000000000,0.003007631542979,62831.853071795863798,314159265.358979284763336
37,3,37,36,Sudeste,NA,Praia do Juquei,-23.768115000000002,-45.745452999999998,NA,NA,NA,NA,NA,10000.000000000000000,37,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.002005087695320,62831.853071795863798,314159265.358979284763336
38,4,38,37,Sudeste,NA,Barra do Una,-23.763818000000001,-45.762779999999999,NA,NA,NA,NA,NA,10000.000000000000000,38,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.001567774837687,62831.853071795863798,314159265.358979284763336
39,3,39,38,Sudeste,NA,Praia da Boracéia,-23.758372999999999,-45.828777000000002,NA,NA,NA,NA,NA,10000.000000000000000,39,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,168097.334876858862117,585455279.529849529266357,47645.000000000000000,0.001207780174962,62831.853071795863798,314159265.358979284763336
40,2,40,39,Sudeste,NA,Praia Dura,-23.496058000000001,-45.171014000000000,NA,NA,NA,NA,NA,10000.000000000000000,40,3532306,Natividade da Serra,SP,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,214867.175817767885746,987417000.919643282890320,6678.000000000000000,0.002265199680207,62831.853071795863798,314159265.358979284763336
41,2,41,40,Sudeste,NA,Pereque-Acu,-23.424565000000001,-45.062697000000000,NA,NA,NA,NA,NA,10000.000000000000000,41,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,194237.188704489584779,729509786.847630500793457,10397.000000000000000,0.002457562861894,62831.853071795863798,314159265.358979284763336
42,2,42,41,Sudeste,NA,Itamambuca,-23.406683000000001,-45.008741000000001,NA,NA,NA,NA,NA,10000.000000000000000,42,3550001,São Luiz do Paraitinga,SP,"Sports, recreation and leisure activities",4.000000000000000,4.000000000000000,194237.188704489584779,729509786.847630500793457,10397.000000000000000,0.002457562861894,62831.853071795863798,314159265.358979284763336
43,2,43,42,Sudeste,NA,Praia da Fazenda,-23.361352000000000,-44.859766000000000,NA,NA,NA,NA,NA,10000.000000000000000,43,3303807,Paraty,RJ,"Sports, recreation and leisure activities",20.000000000000000,195.000000000000000,473178.113170493510552,1090796513.946255683898926,37533.000000000000000,0.004862913691877,62831.853071795863798,314159265.358979284763336
44,1,44,43,Sudeste,NA,Aventureiro,-23.184405999999999,-44.315804000000000,NA,NA,NA,NA,NA,10000.000000000000000,44,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,62831.853071795863798,314159265.358979284763336
45,1,45,44,Sudeste,NA,Praia do Leste,-23.179746000000002,-44.274093999999998,NA,NA,NA,NA,NA,10000.000000000000000,45,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,62831.853071795863798,314159265.358979284763336
46,1,46,45,Sudeste,NA,Praia do Sul,-23.178656000000000,-44.296756999999999,NA,NA,NA,NA,NA,10000.000000000000000,46,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,632624.495105463312939,957653131.037363290786743,169511.000000000000000,0.003344915669190,62831.853071795863798,314159265.358979284763336
47,1,47,46,Sudeste,NA,Praia do Meio,-23.066913000000000,-43.549809000000003,NA,NA,NA,NA,NA,10000.000000000000000,47,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
48,2,48,47,Sudeste,NA,Restinga a Marambaia,-23.061833000000000,-43.591673000000000,NA,NA,NA,NA,NA,10000.000000000000000,48,3302007,Itaguaí,RJ,"Sports, recreation and leisure activities",18.000000000000000,145.000000000000000,191291.578600245004054,331976465.076483964920044,109091.000000000000000,0.002589367834240,62831.853071795863798,314159265.358979284763336
49,1,49,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,10000.000000000000000,49,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
50,1,50,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,10000.000000000000000,50,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
51,1,51,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,10000.000000000000000,51,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
52,1,52,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,10000.000000000000000,52,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
53,1,53,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,10000.000000000000000,53,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,434867.198880933225155,1411849963.785689115524292,6320446.000000000000000,0.003849570109451,62831.853071795863798,314159265.358979284763336
54,3,54,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,10000.000000000000000,54,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001920575364643,62831.853071795863798,314159265.358979284763336
55,3,55,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,10000.000000000000000,55,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001920575364643,62831.853071795863798,314159265.358979284763336
56,1,56,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,10000.000000000000000,56,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001200367171135,62831.853071795863798,314159265.358979284763336
57,3,57,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,10000.000000000000000,57,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.002890680241964,62831.853071795863798,314159265.358979284763336
58,3,58,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,10000.000000000000000,58,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.002890680241964,62831.853071795863798,314159265.358979284763336
59,2,59,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,10000.000000000000000,59,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,125531.007486177812098,425238300.271389722824097,127461.000000000000000,0.001893391549573,62831.853071795863798,314159265.358979284763336
60,4,60,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,10000.000000000000000,60,3300258,Arraial do Cabo,RJ,"Sports, recreation and leisure activities",10.000000000000000,57.000000000000000,123156.395728925810545,178914052.135263621807098,27715.000000000000000,0.001481209689843,62831.853071795863798,314159265.358979284763336
61,2,61,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,10000.000000000000000,61,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,118118.517978922463953,157308567.556245595216751,487562.000000000000000,0.003735836777378,62831.853071795863798,314159265.358979284763336
62,2,62,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,10000.000000000000000,62,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,118118.517978922463953,157308567.556245595216751,487562.000000000000000,0.003735836777378,62831.853071795863798,314159265.358979284763336
63,1,63,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,10000.000000000000000,63,3305505,Saquarema,RJ,"Sports, recreation and leisure activities",24.000000000000000,192.000000000000000,101218.212265853231656,413907519.591797113418579,74234.000000000000000,0.002586415928011,62831.853071795863798,314159265.358979284763336
64,3,64,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,10000.000000000000000,64,3300209,Araruama,RJ,"Sports, recreation and leisure activities",21.000000000000000,83.000000000000000,156110.824906448193360,748913602.606810092926025,112008.000000000000000,0.001794694150409,62831.853071795863798,314159265.358979284763336
65,3,65,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,10000.000000000000000,65,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.002330574844413,62831.853071795863798,314159265.358979284763336
66,2,66,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,10000.000000000000000,66,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.002898422721812,62831.853071795863798,314159265.358979284763336
67,1,67,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,10000.000000000000000,67,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,91457.024319647796801,83305512.195469111204147,27560.000000000000000,0.003955007256894,62831.853071795863798,314159265.358979284763336
68,2,68,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,10000.000000000000000,68,3202801,Itapemirim,ES,"Sports, recreation and leisure activities",4.000000000000000,0.000000000000000,150977.364551067497814,630263873.303075313568115,30988.000000000000000,0.000366139425893,62831.853071795863798,314159265.358979284763336
69,2,69,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,10000.000000000000000,69,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,152833.116290699108504,467346512.827679276466370,23902.000000000000000,0.001379473309300,62831.853071795863798,314159265.358979284763336
70,2,70,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,10000.000000000000000,70,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,152833.116290699108504,467346512.827679276466370,23902.000000000000000,0.001379473309300,62831.853071795863798,314159265.358979284763336
71,2,71,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,10000.000000000000000,71,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,152833.116290699108504,467346512.827679276466370,23902.000000000000000,0.001379473309300,62831.853071795863798,314159265.358979284763336
72,1,72,71,Sudeste,NA,Praia do Morro,-20.659787999999999,-40.493842999999998,NA,NA,NA,NA,NA,10000.000000000000000,72,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.002089546568395,62831.853071795863798,314159265.358979284763336
73,1,73,72,Sudeste,NA,Ponta de Bororo,-20.614518000000000,-40.415382000000001,NA,NA,NA,NA,NA,10000.000000000000000,73,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.002089546568395,62831.853071795863798,314159265.358979284763336
74,2,74,73,Sudeste,NA,Tropical,-20.559543999999999,-40.391810000000000,NA,NA,NA,NA,NA,10000.000000000000000,74,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.001903461228315,62831.853071795863798,314159265.358979284763336
75,2,75,74,Sudeste,NA,Dunas de Ule,-20.542100000000001,-40.379860999999998,NA,NA,NA,NA,NA,10000.000000000000000,75,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.001903461228315,62831.853071795863798,314159265.358979284763336
76,2,76,75,Sudeste,NA,Guarapari - Ule,-20.541319000000001,-40.378385999999999,NA,NA,NA,NA,NA,10000.000000000000000,76,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.001903461228315,62831.853071795863798,314159265.358979284763336
77,2,77,76,Sudeste,NA,Ponta da Fruta,-20.516836999999999,-40.358133000000002,NA,NA,NA,NA,NA,10000.000000000000000,77,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,185509.963740314531606,671656835.974476695060730,105286.000000000000000,0.001903461228315,62831.853071795863798,314159265.358979284763336
78,4,78,77,Sudeste,NA,Coral Dois,-20.448948000000001,-40.330300000000001,NA,NA,NA,NA,NA,10000.000000000000000,78,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,118311.192013068604865,317314784.362984657287598,348738.000000000000000,0.001125213285963,62831.853071795863798,314159265.358979284763336
79,3,79,78,Sudeste,NA,Ponta da Belina,-20.445827000000001,-40.329245000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,118311.192013068604865,317314784.362984657287598,348738.000000000000000,0.000803768858485,62831.853071795863798,314159265.358979284763336
80,3,80,79,Sudeste,NA,Coral Um,-20.437659000000000,-40.326006999999997,NA,NA,NA,NA,NA,10000.000000000000000,80,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,118311.192013068604865,317314784.362984657287598,348738.000000000000000,0.000803768858485,62831.853071795863798,314159265.358979284763336
