OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,Shape_Length,Shape_Area
48,3,48,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,10000.000000000000000,48,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
49,3,49,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,10000.000000000000000,49,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
50,2,50,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,10000.000000000000000,50,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,62831.853071795863798,314159265.358979284763336
51,4,51,59,Sudeste,NA,Figueira,-22.944991999999999,-42.188828000000001,NA,NA,NA,NA,NA,10000.000000000000000,51,3300258,Arraial do Cabo,RJ,"Sports, recreation and leisure activities",10.000000000000000,57.000000000000000,0.000000000000000,0.000000000000000,27715.000000000000000,0.002056648024535,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,27715.000000000000000,62831.853071795863798,314159265.358979284763336
52,2,52,60,Sudeste,NA,Praia do Fora,-22.944794000000002,-43.155304000000001,NA,NA,NA,NA,NA,10000.000000000000000,52,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,0.000000000000000,0.000000000000000,487562.000000000000000,0.003622103445305,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,62831.853071795863798,314159265.358979284763336
53,2,53,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409000000000,-43.151797000000002,NA,NA,NA,NA,NA,10000.000000000000000,53,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,0.000000000000000,0.000000000000000,487562.000000000000000,0.003622103445305,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,62831.853071795863798,314159265.358979284763336
54,1,54,62,Sudeste,NA,Canal,-22.937418999999998,-42.487813000000003,NA,NA,NA,NA,NA,10000.000000000000000,54,3305505,Saquarema,RJ,"Sports, recreation and leisure activities",24.000000000000000,192.000000000000000,0.000000000000000,0.000000000000000,74234.000000000000000,0.002586415928011,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,74234.000000000000000,62831.853071795863798,314159265.358979284763336
55,3,55,63,Sudeste,NA,Praia Seca,-22.936126000000002,-42.361598000000001,NA,NA,NA,NA,NA,10000.000000000000000,55,3300209,Araruama,RJ,"Sports, recreation and leisure activities",21.000000000000000,83.000000000000000,0.000000000000000,0.000000000000000,112008.000000000000000,0.000741018498679,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,112008.000000000000000,62831.853071795863798,314159265.358979284763336
56,3,56,64,Sudeste,NA,Caravelas,-22.814850000000000,-41.953901999999999,NA,NA,NA,NA,NA,10000.000000000000000,56,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,0.000000000000000,0.000000000000000,27560.000000000000000,0.003955007256894,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
57,2,57,65,Sudeste,NA,Tucuns,-22.799863999999999,-41.929282000000001,NA,NA,NA,NA,NA,10000.000000000000000,57,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,0.000000000000000,0.000000000000000,27560.000000000000000,0.003955007256894,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
58,1,58,66,Sudeste,NA,Praia Brava,-22.754252000000001,-41.872608999999997,NA,NA,NA,NA,NA,10000.000000000000000,58,3300233,Armação dos Búzios,RJ,"Sports, recreation and leisure activities",19.000000000000000,109.000000000000000,0.000000000000000,0.000000000000000,27560.000000000000000,0.003955007256894,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,27560.000000000000000,62831.853071795863798,314159265.358979284763336
59,2,59,67,Sudeste,NA,Marataizes,-21.044882999999999,-40.827455999999998,NA,NA,NA,NA,NA,10000.000000000000000,59,3202801,Itapemirim,ES,"Sports, recreation and leisure activities",4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30988.000000000000000,0.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,30988.000000000000000,62831.853071795863798,314159265.358979284763336
60,2,60,68,Sudeste,NA,Ponta do Ubu,-20.793246000000000,-40.579551000000002,NA,NA,NA,NA,NA,10000.000000000000000,60,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,23902.000000000000000,0.000669400050205,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,62831.853071795863798,314159265.358979284763336
61,2,61,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085000000001,-40.560755000000000,NA,NA,NA,NA,NA,10000.000000000000000,61,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,23902.000000000000000,0.000669400050205,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,62831.853071795863798,314159265.358979284763336
62,2,62,70,Sudeste,NA,Maimba,-20.707021999999998,-40.514367999999997,NA,NA,NA,NA,NA,10000.000000000000000,62,3200409,Anchieta,ES,"Sports, recreation and leisure activities",9.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,23902.000000000000000,0.000669400050205,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,23902.000000000000000,62831.853071795863798,314159265.358979284763336
63,1,63,71,Sudeste,NA,Praia do Morro,-20.659787999999999,-40.493842999999998,NA,NA,NA,NA,NA,10000.000000000000000,63,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
64,1,64,72,Sudeste,NA,Ponta de Bororo,-20.614518000000000,-40.415382000000001,NA,NA,NA,NA,NA,10000.000000000000000,64,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
65,2,65,73,Sudeste,NA,Tropical,-20.559543999999999,-40.391810000000000,NA,NA,NA,NA,NA,10000.000000000000000,65,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
66,2,66,74,Sudeste,NA,Dunas de Ule,-20.542100000000001,-40.379860999999998,NA,NA,NA,NA,NA,10000.000000000000000,66,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
67,2,67,75,Sudeste,NA,Guarapari - Ule,-20.541319000000001,-40.378385999999999,NA,NA,NA,NA,NA,10000.000000000000000,67,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
68,2,68,76,Sudeste,NA,Ponta da Fruta,-20.516836999999999,-40.358133000000002,NA,NA,NA,NA,NA,10000.000000000000000,68,3202405,Guarapari,ES,"Sports, recreation and leisure activities",49.000000000000000,220.000000000000000,0.000000000000000,0.000000000000000,105286.000000000000000,0.002089546568395,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,105286.000000000000000,62831.853071795863798,314159265.358979284763336
69,4,69,77,Sudeste,NA,Coral Dois,-20.448948000000001,-40.330300000000001,NA,NA,NA,NA,NA,10000.000000000000000,69,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
70,3,70,78,Sudeste,NA,Ponta da Belina,-20.445827000000001,-40.329245000000000,NA,NA,NA,NA,NA,10000.000000000000000,70,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
71,3,71,79,Sudeste,NA,Coral Um,-20.437659000000000,-40.326006999999997,NA,NA,NA,NA,NA,10000.000000000000000,71,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
72,3,72,80,Sudeste,NA,"Barrao, Brazil",-20.427381000000000,-40.320982000000001,NA,NA,NA,NA,NA,10000.000000000000000,72,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
73,3,73,81,Sudeste,NA,Barrinha,-20.422540999999999,-40.321933999999999,NA,NA,NA,NA,NA,10000.000000000000000,73,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
74,4,74,82,Sudeste,NA,Praia de Camburi,-20.279677000000000,-40.248994000000003,NA,NA,NA,NA,NA,10000.000000000000000,74,3201308,Cariacica,ES,"Sports, recreation and leisure activities",70.000000000000000,242.000000000000000,0.000000000000000,0.000000000000000,348738.000000000000000,0.000693930687221,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,348738.000000000000000,62831.853071795863798,314159265.358979284763336
75,2,75,83,Sudeste,NA,Velzyland,-20.244838999999999,-40.216205000000002,NA,NA,NA,NA,NA,10000.000000000000000,75,3205002,Serra,ES,"Sports, recreation and leisure activities",141.000000000000000,500.000000000000000,0.000000000000000,0.000000000000000,409267.000000000000000,0.001221696349816,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,62831.853071795863798,314159265.358979284763336
76,2,76,84,Sudeste,NA,Ponta da Cacao,-20.219573000000000,-40.196268000000003,NA,NA,NA,NA,NA,10000.000000000000000,76,3205002,Serra,ES,"Sports, recreation and leisure activities",141.000000000000000,500.000000000000000,0.000000000000000,0.000000000000000,409267.000000000000000,0.001221696349816,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,62831.853071795863798,314159265.358979284763336
77,2,77,85,Sudeste,NA,"Manguinhos, Brazil",-20.199344000000000,-40.190266999999999,NA,NA,NA,NA,NA,10000.000000000000000,77,3205002,Serra,ES,"Sports, recreation and leisure activities",141.000000000000000,500.000000000000000,0.000000000000000,0.000000000000000,409267.000000000000000,0.001221696349816,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,62831.853071795863798,314159265.358979284763336
78,2,78,86,Sudeste,NA,Praia da Baleia,-20.171105000000001,-40.184866000000000,NA,NA,NA,NA,NA,10000.000000000000000,78,3205002,Serra,ES,"Sports, recreation and leisure activities",141.000000000000000,500.000000000000000,0.000000000000000,0.000000000000000,409267.000000000000000,0.001221696349816,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,409267.000000000000000,62831.853071795863798,314159265.358979284763336
79,2,79,87,Sudeste,NA,Jacaraipe - Solemar,-20.109774999999999,-40.171481000000000,NA,NA,NA,NA,NA,10000.000000000000000,79,3202207,Fundão,ES,"Sports, recreation and leisure activities",5.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,17025.000000000000000,0.000469897209985,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,62831.853071795863798,314159265.358979284763336
80,2,80,88,Sudeste,NA,Xa,-20.107229000000000,-40.171174999999998,NA,NA,NA,NA,NA,10000.000000000000000,80,3202207,Fundão,ES,"Sports, recreation and leisure activities",5.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,17025.000000000000000,0.000469897209985,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,17025.000000000000000,62831.853071795863798,314159265.358979284763336
81,3,81,89,Sudeste,NA,Nova Almeida,-20.058461999999999,-40.183000999999997,NA,NA,NA,NA,NA,10000.000000000000000,81,3200607,Aracruz,ES,"Sports, recreation and leisure activities",35.000000000000000,106.000000000000000,0.000000000000000,0.000000000000000,81832.000000000000000,0.001295336787565,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,62831.853071795863798,314159265.358979284763336
82,3,82,90,Sudeste,NA,Praia Grande,-20.047100000000000,-40.182743000000002,NA,NA,NA,NA,NA,10000.000000000000000,82,3200607,Aracruz,ES,"Sports, recreation and leisure activities",35.000000000000000,106.000000000000000,0.000000000000000,0.000000000000000,81832.000000000000000,0.001295336787565,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,81832.000000000000000,62831.853071795863798,314159265.358979284763336
83,1,83,91,Sudeste,NA,Regencia,-19.562811000000000,-39.764263999999997,NA,NA,NA,NA,NA,10000.000000000000000,83,3203205,Linhares,ES,"Sports, recreation and leisure activities",61.000000000000000,221.000000000000000,0.000000000000000,0.000000000000000,141306.000000000000000,0.001563981713445,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,141306.000000000000000,62831.853071795863798,314159265.358979284763336
84,1,84,92,Sudeste,NA,Guriri,-18.910750000000000,-39.738563999999997,NA,NA,NA,NA,NA,10000.000000000000000,84,3204906,São Mateus,ES,"Sports, recreation and leisure activities",29.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,109028.000000000000000,0.001118978610999,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,109028.000000000000000,62831.853071795863798,314159265.358979284763336
85,2,85,329,Sudeste,Sao Paolo South,"Guarau, Peruibe SP",-24.369537000000001,-47.011699999999998,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,85,3523305,Itariri,SP,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15471.000000000000000,0.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,15471.000000000000000,62831.853071795863798,314159265.358979284763336
86,2,86,330,Sudeste,Sao Paolo South,Pier de Mongaguá,-24.095718000000002,-46.618552000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,86,3531100,Mongaguá,SP,"Sports, recreation and leisure activities",9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,46293.000000000000000,0.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,46293.000000000000000,62831.853071795863798,314159265.358979284763336
87,2,87,332,Sudeste,Sao Paolo South,Tombo,-24.014990000000001,-46.272697000000001,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,87,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,0.000000000000000,0.000000000000000,290752.000000000000000,0.001998266563945,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,62831.853071795863798,314159265.358979284763336
88,2,88,333,Sudeste,Sao Paulo North,Astúrias,-24.007738000000000,-46.266475000000000,3,2,Right and left,Beach-break,All surfers,10000.000000000000000,88,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,0.000000000000000,0.000000000000000,290752.000000000000000,0.001998266563945,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,62831.853071795863798,314159265.358979284763336
89,2,89,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000935999999999,-46.260767000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,89,3518701,Guarujá,SP,"Sports, recreation and leisure activities",104.000000000000000,581.000000000000000,0.000000000000000,0.000000000000000,290752.000000000000000,0.001998266563945,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,290752.000000000000000,62831.853071795863798,314159265.358979284763336
90,5,90,335,Sudeste,Sao Paulo North,porta do sol,-23.981331999999998,-46.373762999999997,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,90,3513504,Cubatão,SP,"Sports, recreation and leisure activities",29.000000000000000,90.000000000000000,0.000000000000000,0.000000000000000,118720.000000000000000,0.000758086253369,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,62831.853071795863798,314159265.358979284763336
91,5,91,336,Sudeste,Sao Paolo South,Itarare,-23.972332999999999,-46.362003999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,91,3513504,Cubatão,SP,"Sports, recreation and leisure activities",29.000000000000000,90.000000000000000,0.000000000000000,0.000000000000000,118720.000000000000000,0.000758086253369,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,62831.853071795863798,314159265.358979284763336
92,5,92,337,Sudeste,Sao Paolo South,Santos,-23.971744000000001,-46.347208999999999,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,92,3513504,Cubatão,SP,"Sports, recreation and leisure activities",29.000000000000000,90.000000000000000,0.000000000000000,0.000000000000000,118720.000000000000000,0.000758086253369,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,118720.000000000000000,62831.853071795863798,314159265.358979284763336
93,3,93,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431000000000,-46.184033999999997,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,93,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
94,1,94,339,Sudeste,Sao Paulo North,Bonete,-23.917383000000001,-45.347785999999999,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,94,3520400,Ilhabela,SP,"Sports, recreation and leisure activities",24.000000000000000,337.000000000000000,0.000000000000000,0.000000000000000,28196.000000000000000,0.011952049936161,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,28196.000000000000000,62831.853071795863798,314159265.358979284763336
95,3,95,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522000000001,-46.166581000000001,4,3,Right and left,Sand-bar,All surfers,10000.000000000000000,95,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
96,3,96,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902191999999999,-46.152724999999997,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,10000.000000000000000,96,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,62831.853071795863798,314159265.358979284763336
