OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
98,1,98,97,Nordeste,NA,Baduska,-14.809442000000001,-39.023423000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,98,2913606,Ilhéus,BA,"Sports, recreation and leisure activities",33.000000000000000,140.000000000000000,0.000000000000000,0.000000000000000,184236.000000000000000,0.000759894917389,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,31415.926535897931899,78539816.339744821190834
99,1,99,98,Nordeste,NA,Norte,-14.660090000000000,-39.063006999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,99,2913606,Ilhéus,BA,"Sports, recreation and leisure activities",33.000000000000000,140.000000000000000,0.000000000000000,0.000000000000000,184236.000000000000000,0.000759894917389,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,31415.926535897931899,78539816.339744821190834
100,2,100,99,Nordeste,NA,Havaizinho,-14.468062000000000,-39.023161000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,100,2913606,Ilhéus,BA,"Sports, recreation and leisure activities",33.000000000000000,140.000000000000000,0.000000000000000,0.000000000000000,184236.000000000000000,0.000759894917389,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,184236.000000000000000,31415.926535897931899,78539816.339744821190834
101,1,101,100,Nordeste,NA,Sao Jose,-14.316062000000001,-38.990701000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,101,2914901,Itacaré,BA,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24318.000000000000000,0.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,31415.926535897931899,78539816.339744821190834
102,2,102,101,Nordeste,NA,Corals,-14.275408000000001,-38.982568999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,102,2914901,Itacaré,BA,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24318.000000000000000,0.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,24318.000000000000000,31415.926535897931899,78539816.339744821190834
103,1,103,102,Nordeste,NA,Tony,-13.016731999999999,-38.488781000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,103,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
104,1,104,103,Nordeste,NA,Meridien,-13.016598000000000,-38.484878999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,104,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
105,1,105,104,Nordeste,NA,Amaralina,-13.015369000000000,-38.471834000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,105,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
106,1,106,105,Nordeste,NA,Tubao,-13.010683999999999,-38.461410999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,106,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
107,1,107,106,Nordeste,NA,Psiu,-12.995919000000001,-38.439390000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,107,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
108,1,108,107,Nordeste,NA,Alex,-12.973279000000000,-38.406477000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,108,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
109,1,109,108,Nordeste,NA,Terceira Ponte,-12.963839999999999,-38.396822000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,109,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
110,1,110,109,Nordeste,NA,SESC,-12.960485000000000,-38.390998000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,110,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
111,1,111,110,Nordeste,NA,Farol,-12.958147000000000,-38.352812999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,111,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
112,1,112,111,Nordeste,NA,Pedro do Sal,-12.954224000000000,-38.347234000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,112,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
113,1,113,112,Nordeste,NA,Itapoa,-12.952339000000000,-38.369608999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,113,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
114,1,114,113,Nordeste,NA,Seper,-12.952040999999999,-38.343243999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,114,2927408,Salvador,BA,"Sports, recreation and leisure activities",513.000000000000000,3860.000000000000000,0.000000000000000,0.000000000000000,2675656.000000000000000,0.001442636871107,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,2675656.000000000000000,31415.926535897931899,78539816.339744821190834
115,2,115,114,Nordeste,NA,Corrente,-12.948985000000000,-38.339199999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,115,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,31415.926535897931899,78539816.339744821190834
116,2,116,115,Nordeste,NA,Stela Maris,-12.947385000000001,-38.337372000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,116,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,31415.926535897931899,78539816.339744821190834
117,2,117,116,Nordeste,NA,Plator,-12.946393000000000,-38.333083999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,117,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,31415.926535897931899,78539816.339744821190834
118,2,118,117,Nordeste,NA,Aleluia,-12.926800999999999,-38.312618999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,118,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,31415.926535897931899,78539816.339744821190834
119,2,119,118,Nordeste,NA,Ipitanga,-12.920477000000000,-38.309717999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,119,2919207,Lauro de Freitas,BA,"Sports, recreation and leisure activities",69.000000000000000,408.000000000000000,0.000000000000000,0.000000000000000,163449.000000000000000,0.002496191472569,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,163449.000000000000000,31415.926535897931899,78539816.339744821190834
120,3,120,119,Nordeste,NA,Vilas,-12.894546000000000,-38.290790999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,120,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,31415.926535897931899,78539816.339744821190834
121,2,121,120,Nordeste,NA,Busca Vida,-12.863464000000000,-38.255961999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,121,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,31415.926535897931899,78539816.339744821190834
122,1,122,121,Nordeste,NA,Itacimirim,-12.639232000000000,-38.048194000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,122,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,31415.926535897931899,78539816.339744821190834
123,2,123,122,Nordeste,NA,Praia do Forte,-12.583304999999999,-38.005077999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,123,2905701,Camaçari,BA,"Sports, recreation and leisure activities",47.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,242970.000000000000000,0.000535045478866,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,242970.000000000000000,31415.926535897931899,78539816.339744821190834
124,1,124,123,Nordeste,NA,Imbassai,-12.342055000000000,-37.846200000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,124,2910503,Entre Rios,BA,"Sports, recreation and leisure activities",4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39872.000000000000000,0.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,39872.000000000000000,31415.926535897931899,78539816.339744821190834
125,1,125,124,Nordeste,NA,Costa do Sauipe,-12.022171000000000,-37.645508000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,125,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,31415.926535897931899,78539816.339744821190834
126,1,126,125,Nordeste,NA,Marlin,-11.939802999999999,-37.602476000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,126,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,31415.926535897931899,78539816.339744821190834
127,1,127,126,Nordeste,NA,Conde,-11.848141000000000,-37.558169999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,127,2908606,Conde,BA,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23620.000000000000000,0.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,23620.000000000000000,31415.926535897931899,78539816.339744821190834
128,3,128,127,Nordeste,NA,Mangue Seco,-11.483613999999999,-37.364454000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,128,2802106,Estância,SE,"Sports, recreation and leisure activities",10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,64409.000000000000000,0.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,64409.000000000000000,31415.926535897931899,78539816.339744821190834
129,3,129,128,Nordeste,NA,Mosqueiro,-11.138116000000000,-37.145493000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,129,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,31415.926535897931899,78539816.339744821190834
130,2,130,129,Nordeste,NA,Aruana,-11.067069000000000,-37.101289000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,130,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,31415.926535897931899,78539816.339744821190834
131,1,131,130,Nordeste,NA,Hawaiizinho,-11.043927999999999,-37.082977999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,131,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,31415.926535897931899,78539816.339744821190834
132,1,132,131,Nordeste,NA,Praia do Meio,-10.999541000000001,-37.050151000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,132,2800308,Aracaju,SE,"Sports, recreation and leisure activities",212.000000000000000,1083.000000000000000,0.000000000000000,0.000000000000000,571149.000000000000000,0.001896177704942,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,571149.000000000000000,31415.926535897931899,78539816.339744821190834
133,3,133,132,Nordeste,NA,Pirambu,-10.746346000000001,-36.855099000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,133,2800605,Barra dos Coqueiros,SE,"Sports, recreation and leisure activities",5.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,24976.000000000000000,0.000640614990391,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,24976.000000000000000,31415.926535897931899,78539816.339744821190834
134,2,134,133,Nordeste,NA,Ponta do Mangue,-10.639483000000000,-36.678539000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,134,2804904,Pacatuba,SE,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13137.000000000000000,0.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,13137.000000000000000,31415.926535897931899,78539816.339744821190834
135,2,135,134,Nordeste,NA,Pontal de Peba,-10.367584000000001,-36.303941000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,135,2702702,Feliz Deserto,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4345.000000000000000,0.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,4345.000000000000000,31415.926535897931899,78539816.339744821190834
136,1,136,135,Nordeste,NA,Mihai,-10.196728000000000,-36.181641999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,136,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,31415.926535897931899,78539816.339744821190834
137,1,137,136,Nordeste,NA,Pontal do Coruripe,-10.160774999999999,-36.150663999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,137,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,31415.926535897931899,78539816.339744821190834
