OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
516,2,516,517,Sul,Parana,Brava de Matinhos,-25.834492000000001,-48.535465000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,518,4109609,Guaratuba,PR,"Sports, recreation and leisure activities",20.000000000000000,44.000000000000000,0.000000000000000,0.000000000000000,32095.000000000000000,0.001370930051410,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,32095.000000000000000,31415.926535897931899,78539816.339744821190834
517,2,517,518,Sul,Parana,Pontal do Sul,-25.579974000000000,-48.347616000000002,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,519,4118204,Paranaguá,PR,"Sports, recreation and leisure activities",52.000000000000000,194.000000000000000,0.000000000000000,0.000000000000000,140469.000000000000000,0.001381087642113,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,140469.000000000000000,31415.926535897931899,78539816.339744821190834
518,2,518,519,Sudeste,Sao Paolo South,Desertinha,-24.430820000000001,-47.048065000000001,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,520,3520301,Iguape,SP,"Sports, recreation and leisure activities",8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28841.000000000000000,0.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,28841.000000000000000,31415.926535897931899,78539816.339744821190834
519,1,519,520,Sudeste,Sao Paolo South,Cibratel,-24.208026000000000,-46.827103999999999,3.5,NA,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,521,3522109,Itanhaém,SP,"Sports, recreation and leisure activities",24.000000000000000,97.000000000000000,0.000000000000000,0.000000000000000,87057.000000000000000,0.001114212527425,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,87057.000000000000000,31415.926535897931899,78539816.339744821190834
520,1,520,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587000000002,-45.776426999999998,4,2,Right,Point-break,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,522,3550704,São Sebastião,SP,"Sports, recreation and leisure activities",40.000000000000000,249.000000000000000,0.000000000000000,0.000000000000000,73942.000000000000000,0.003367504260096,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,31415.926535897931899,78539816.339744821190834
521,1,521,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194000000001,-46.059997000000003,3,1,Right and left,Beach-break,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,523,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,31415.926535897931899,78539816.339744821190834
522,1,522,523,Sudeste,Sao Paulo North,Praia Brava,-23.799344999999999,-45.612667999999999,3.5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,524,3550704,São Sebastião,SP,"Sports, recreation and leisure activities",40.000000000000000,249.000000000000000,0.000000000000000,0.000000000000000,73942.000000000000000,0.003367504260096,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,31415.926535897931899,78539816.339744821190834
523,2,523,524,Sudeste,Sao Paulo North,Jureia,-23.766200000000001,-45.790182000000001,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,525,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,31415.926535897931899,78539816.339744821190834
524,1,524,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623000000001,-45.768425000000001,3,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,526,3550704,São Sebastião,SP,"Sports, recreation and leisure activities",40.000000000000000,249.000000000000000,0.000000000000000,0.000000000000000,73942.000000000000000,0.003367504260096,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,73942.000000000000000,31415.926535897931899,78539816.339744821190834
525,1,525,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012000000001,-45.090814999999999,3,2,Right,Beach-break,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,527,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,31415.926535897931899,78539816.339744821190834
526,1,526,527,Sudeste,Rio De Janeiro City,Presídio,-23.185310000000001,-44.188924000000000,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,528,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,31415.926535897931899,78539816.339744821190834
527,1,527,528,Sudeste,Rio De Janeiro City,Inferno,-23.059581999999999,-43.545650999999999,3.5,3,Left,Beach-break,Experienced surfers,1.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,529,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
528,1,528,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946000000002,-43.495792999999999,3,NA,Right and left,NA,All surfers,2.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,530,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
529,1,529,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012322999999999,-43.327706999999997,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,531,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
530,1,530,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.010866100000001,-43.350476999999998,3.5,3,Right,Beach-break,All surfers,1.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,532,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
531,1,531,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446000000002,-44.480341000000003,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,533,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,31415.926535897931899,78539816.339744821190834
532,1,532,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389000000002,-43.195435000000003,3.5,2,Right and left,Point-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,534,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
533,1,533,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317000000001,-43.070284999999998,NA,2,Right,Beach-break,NA,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,535,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,0.000000000000000,0.000000000000000,487562.000000000000000,0.003622103445305,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,31415.926535897931899,78539816.339744821190834
