OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,state,normalized_built_area,normalized_human_mod,normalized_pop_change,normalized_ports,normalized_roads,added_pressure,pressure_index,normalized_terr_rich,normalized_mar_rich,normalized_marine_eco,normalized_terr_pa,normalized_ocean_pa,normalized_tree_cover,added_biodiversity,biodiversity_subindex,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex,normalized_employment,normalized_hotels,normalized_airports,social_added,social_subindex,normalized_carbon,normalized_cp,climate_added,climate_index,normalized_heritage,normalized_priority,normalized_wsr,normalized_protected,normalized_bandeira,normalized_ramsar,response_added,response_index,sci_wo_clim_added_indices,sci_wo_climate,sci_clim_added_indices,sci_w_climate
234,233,Sul,Santa Catarina South,Cavalinho,-28.419032,-48.744278,3.5,3,Right,Point-break,Experienced surfers,1,3,0,3.5,Santa Catarina,0.0732892855,0.5840662247,0.0016301222,0,0.1074433238,0.7664289562,0.8146920197,0.6856056246,0.3572994849,0,0,0.3184301092,0.0606766534,1.4220118721,0.2298838786,0.176471,0,0.5,0,0.625,0.801471,0.1453902984,0,0.1090909091,1,1.1090909091,0.5128676554,0,0.2219813723,0.2219813723,0.1401909628,0,0,0,0.4147562689,0,0,0.4147562689,0.1516327246,1.8544665767,0.4325295609,1.9946575395,0.393476202
235,234,Sul,Santa Catarina South,Itapirubá,-28.342309,-48.7078,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.0442711642,0.5470979552,0.0048514513,0,0.0822300486,0.6784506193,0.8367395991,0.6868956803,0.3461412668,0,0,0.2252305609,0.0492451233,1.3075126313,0.1848964536,0.058824,1,0.75,1,0.625,1.683824,0.5709223261,0,0,1,1,0.4624216565,0,0.0161615763,0.0161615763,0.0102067436,0,0,0,0.4759869585,0,0,0.4759869585,0.1740183448,2.2289983801,0.5930941582,2.2392051237,0.4772140241
236,235,Sul,Santa Catarina South,Itapirubá Norte,-28.336776,-48.70471,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Santa Catarina,0.0418226378,0.552917201,0.0048514513,0,0.0834951149,0.683086405,0.8355778602,0.6872932028,0.3453331866,0,0,0.2187105671,0.0481404068,1.2994773633,0.1817393496,0.058824,1,0.5,1,0.625,1.683824,0.5709223261,0,0,1,1,0.4624216565,0,0.0185195807,0.0185195807,0.0116959267,0,0,0,0.4751237937,0,0,0.4751237937,0.1737027762,2.2243639686,0.5911073512,2.2360598953,0.4761370371
237,236,Sul,Santa Catarina South,Castelinho,-28.256232,-48.672695,4,4,Right and left,Beach-break,Experienced surfers,2,4,0,4,Santa Catarina,0.0156603083,0.6390157827,0.0029597312,0.0952380952,0.1233910142,0.8762649316,0.7871668645,0.6745579291,0.3350570557,0,0,0.1362001756,0.0906538692,1.2364690296,0.1569830047,0.235294,1,0.75,0,0.75,1.4852940000000001,0.4751773426,0,0,0,0,0,0,0.2001945142,0.2001945142,0.1264316073,0,0,0,0.4186653576,0,0,0.4186653576,0.153061867,1.5723890788,0.3116008187,1.6988206861,0.2921759421
3,2,Sul,NA,Praia da Vila Imbituba,-28.25247222,-48.66185,NA,NA,NA,NA,NA,1,1,1,1,Santa Catarina,0.0103932707,0.6666990683,0.0029597312,0.0952380952,0.1147409967,0.8900311621,0.7837170145,0.6688059722,0.3387652496,0,0,0.1058451925,0.0664438468,1.1798602611,0.1347410867,0.235294,0,0,1,0,0.735294,0.1134751431,0,0,0,0,0,0,0.1998875663,0.1998875663,0.1262377563,0,0,0,0.4585828123,0,0,0.4585828123,0.1676554799,1.1995887242,0.1517785065,1.3258264805,0.1644555127
238,237,Sul,Santa Catarina South,Praia da Vila,-28.241149,-48.653877,4,4,Right and left,Sand-bar,Experienced surfers,2,4,0,4,Santa Catarina,0.0104767874,0.6763750224,0.0029597312,0.0952380952,0.1210963302,0.9061459664,0.7796786064,0.6705601249,0.3409615079,0,0,0.0795379276,0.0582974543,1.1493570147,0.1227561818,0.235294,1,0.75,0,0.75,1.4852940000000001,0.4751773426,0,0,0,0,0,0,0.2054939453,0.2054939453,0.1297784303,0,0,0,0.4640297132,0,0,0.4640297132,0.1696468384,1.5472589692,0.300827352,1.6770373995,0.2847169235
4,3,Sul,NA,Praia do Porto Imbituba,-28.220199,-48.663214,NA,NA,NA,NA,NA,1,1,1,1,Santa Catarina,0.0111418968,0.6247747238,0.0029597312,0.0952380952,0.1476417517,0.8817561987,0.7857907399,0.6981121883,0.336516233,0,0,0.0802221742,0.0825219244,1.1973725199,0.1416217562,0.352941,0,0,1,0,0.852941,0.1702127147,0,0,0,0,0,0,0.2517796962,0.2517796962,0.15900991,0,0,0,0.4012873405,0,0,0.4012873405,0.1467085548,1.2443337656,0.1709610418,1.4033436756,0.1909988994
239,238,Sul,Santa Catarina South,Ribanceira,-28.191742,-48.661344,3,2,Right and left,Sand-bar,All surfers,2,2,1,3,Santa Catarina,0.0115915074,0.6046739089,0.0055576935,0.0952380952,0.1739549334,0.8910161384,0.7834701771,0.7011490741,0.3358695951,0,0,0.0713438915,0.0970100587,1.2053726194,0.1447650423,0.470588,1,0.25,1,0.5,1.970588,0.7092198855,0,0,0,0,0,0,0.3410911931,0.3410911931,0.2154140335,0,0,0,0.3627797198,0,0,0.3627797198,0.1326303699,1.7700854748,0.3963547487,1.9854995083,0.390340315
517,516,Sul,Santa Catarina South,Ilha do Batuta,-28.153828,-48.639898,3.5,1,Right,Reef-rocky,Pros or kamikaze only...,1,1,0,3.5,Santa Catarina,0.0070469106,0.6099787676,0.0102088027,0.0952380952,0.1574347706,0.8799073467,0.7862540666,0.7017712421,0.340263495,0,0,0.0403252234,0.0682284409,1.1505884014,0.1232400009,0.529412,0,0,0,0.625,1.154412,0.315603013,0,0,0,0,0,0,0.3809645997,0.3809645997,0.2405958369,0,0,0,0.4529301194,0,0,0.4529301194,0.1655888849,1.3906859654,0.2337033292,1.6312818023,0.2690493221
240,239,Sul,Santa Catarina South,Ibiraquera,-28.153732,-48.645895,4,4,Right and left,Point-break,Experienced surfers,2,4,0,4,Santa Catarina,0.0098391763,0.6015369063,0.0055576935,0.0952380952,0.1662672262,0.8784390975,0.7866220133,0.7023942991,0.3390872841,0,0,0.0430136534,0.0813984398,1.1658936764,0.1292535334,0.529412,1,0.75,0,0.75,1.779412,0.6170215126,0,0,0,0,0,0,0.3809645997,0.3809645997,0.2405958369,0,0,0,0.4254355756,0,0,0.4254355756,0.1555370234,1.6884340827,0.3613501836,1.9290299196,0.3710040357
241,240,Sul,Santa Catarina South,Rosa Sul,-28.135402,-48.642692,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.006956042,0.5817704007,0.0073593317,0,0.1563415719,0.7524273463,0.8182008563,0.702317201,0.3399231506,0,0,0.0157635452,0.1111163362,1.169120233,0.1305212665,0.470588,1,0.75,1,0.625,2.0955880000000002,0.7695035854,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.4155049645,0.4155049645,0.2624095906,0,0,0,0.4339805479,0,0,0.4339805479,0.1586610206,1.887837052,0.4468357343,2.1502466426,0.4467529198
242,241,Sul,Santa Catarina South,Rosa Norte,-28.124375,-48.637676,3.5,2,Right and left,Beach-break,All surfers,2,2,1,3.5,Santa Catarina,0.0071977988,0.5809568577,0.0073593317,0,0.162237515,0.7577515032,0.81686661,0.7011227739,0.3405531513,0,0,0.0045789653,0.1337785371,1.1800334276,0.1348091248,0.470588,1,0.25,1,0.625,2.0955880000000002,0.7695035854,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.4548214294,0.4548214294,0.2872396609,0,0,0,0.4421680762,0,0,0.4421680762,0.1616543381,1.8937839815,0.4493852276,2.1810236424,0.4572915598
243,242,Sul,Santa Catarina South,Vermelha,-28.114458,-48.635573,3.5,2,Left,Beach-break,Experienced surfers,1,2,0,3.5,Santa Catarina,0.0029379333,0.5746607875,0.0073593317,0,0.162626202,0.7475842545,0.8194145465,0.7003853435,0.3410748664,0,0,8.8018e-6,0.1642422087,1.2057112204,0.1448980806,0.470588,0,0.25,0,0.625,1.095588,0.2872339861,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.5311807506,0.5311807506,0.3354639179,0,0,0,0.4343151724,0,0,0.4343151724,0.1587833575,1.4212802939,0.2468193476,1.7567442118,0.3120100775
244,243,Sul,Santa Catarina South,Ouvidor,-28.105449,-48.635273,2,2,Right and left,Beach-break,Beginners wave,2,2,0,2,Santa Catarina,0.0032496706,0.5664422421,0.0073593317,0,0.1785020808,0.7555533252,0.8174174786,0.7003012686,0.3413520354,0,0,0,0.2002628274,1.2419161314,0.1591232031,0.470588,1,0.25,0,0.25,1.220588,0.347517686,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.5366533657,0.5366533657,0.3389201142,0,0,0,0.4155987466,0,0,0.4155987466,0.1519407301,1.486949421,0.2749721957,1.8258695352,0.3356799251
245,244,Sul,Santa Catarina South,Barrinha,-28.085384,-48.630896,3.5,3,Right and left,Beach-break,NA,2,3,1,3.5,Santa Catarina,0.0063343602,0.5739393928,0.0073593317,0,0.1935171894,0.7811502741,0.8110028226,0.6995558269,0.3432707225,0,0,0,0.2529929642,1.2958195136,0.1803021589,0.529412,1,0.5,1,0.625,2.1544119999999998,0.7978726123,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.4152418497,0.4152418497,0.2622434221,0,0.0055014906,0,0.4071413452,0,0,0.4126428358,0.1508600645,1.9509879815,0.4739090121,2.2132314036,0.4683201201
246,245,Sul,Santa Catarina South,Ferrugem,-28.077736,-48.626604,3.5,4,Right and left,Sand-bar,All surfers,2,4,1,3.5,Santa Catarina,0.0065845345,0.5708266498,0.0073593317,0,0.1861312371,0.7709017531,0.8135711262,0.6985219645,0.3436950631,0,0,0,0.2529482596,1.2951652872,0.1800451095,0.529412,1,0.75,1,0.625,2.1544119999999998,0.7978726123,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.4091824263,0.4091824263,0.2584166307,0,0.0152705424,0,0.424960285,0,0,0.4402308274,0.1609460901,1.9633852613,0.4792238191,2.221801892,0.471254821
247,246,Sul,Santa Catarina South,Praia do Silveira,-28.039069,-48.606863,4,4,Right,Point-break,Pros or kamikaze only...,1,4,0,4,Santa Catarina,0.0053901678,0.5652571208,0.0073593317,0,0.1343518168,0.7123584371,0.8282422197,0.6951562918,0.3487018236,0,0,0,0.2591496732,1.3030077886,0.1831264744,0.352941,0,0.75,0,0.75,1.102941,0.2907801145,0.0236803857,0,0,0.0236803857,0.0109503232,0,0.3283416137,0.3283416137,0.2073621155,0,0.0365303476,0,0.4909968411,0,0,0.5275271887,0.1928611836,1.5059603154,0.2831223089,1.7133224309,0.29714162
248,247,Sul,Santa Catarina South,Garopaba Centro,-28.021577,-48.619448,3,2,Right and left,Beach-break,All surfers,2,2,1,3,Santa Catarina,0.0065420916,0.5555656255,0.0062070039,0,0.1783888739,0.7467035949,0.8196352419,0.6983051151,0.3498967994,0,0,0,0.3194774111,1.3676793256,0.2085363016,0.294118,1,0.25,1,0.5,1.794118,0.6241137693,0.0355205786,0,0,0.0355205786,0.0164254848,0,0.323860344,0.323860344,0.2045319973,0,0.0517126387,0,0.4288575272,0,0,0.4805701659,0.1756939415,1.8444047391,0.4282159755,2.0489367364,0.4120624487
249,248,Sul,Santa Catarina South,Siriu,-27.976249,-48.627999,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Santa Catarina,0.0066643452,0.5049995014,0.02906691,0,0.1806079085,0.7213386651,0.8259917533,0.7020788801,0.3575551969,0,0.0038338093,0,0.3530053939,1.4164732802,0.2277077333,0.235294,1,0.5,1,0.625,1.8602940000000001,0.6560284423,0.0786827575,0,0,0.0786827575,0.0363846111,0,0.2442883866,0.2442883866,0.1542788198,0,0.2328363818,0.5858334332,0.4090614049,0,0,1.2277312199,0.4488521186,2.1949646586,0.5785036462,2.3492434784,0.5148932848
250,249,Sul,Santa Catarina South,Gamboa,-27.958927,-48.624662,3.5,1,Right and left,Beach-break,All surfers,2,1,1,3.5,Santa Catarina,0.0074355316,0.4961285406,0.02906691,0,0.1753966421,0.7080276243,0.8293275316,0.7020124426,0.3612752893,0,0.0131049482,0,0.3151149779,1.391507658,0.2178985935,0.176471,1,0,1,0.625,1.801471,0.6276598977,0.0786827575,0,0,0.0786827575,0.0363846111,0,0.3209196115,0.3209196115,0.2026747959,0,0.3045781345,0.997146346,0.4431494827,0,0,1.7448739632,0.6379168032,2.3491874371,0.6446201098,2.551862233,0.5842738649
251,250,Sul,Santa Catarina South,Guarda do embau,-27.905541,-48.586779,4,3,Left,Rivermouth,Experienced surfers,1,3,0,4,Santa Catarina,0.0025588247,0.4531406596,0.0644584708,0,0.1048475571,0.6250055122,0.8501330693,0.7001186989,0.3762708432,4.420957e-4,0.0608888822,0.0064707895,0.1606991424,1.3048904519,0.1838661839,0.294118,0,0.5,0,0.75,1.044118,0.2624115698,0.1698490512,0,0,0.1698490512,0.0785418796,0.0019541356,0.4215794824,0.423533618,0.2674800371,0,0.4138948251,1.0000000029,0.6576849386,0,0,2.0715797666,0.7573587378,2.1323114404,0.5516437409,2.3997914775,0.5322018973
252,251,Sul,Santa Catarina South,Costão da Pinheira,-27.881077,-48.586543,3.5,1,Right,Point-break,Experienced surfers,1,1,0,3.5,Santa Catarina,0.002446181,0.4218010324,0.0644584708,0,0.0997204216,0.5884261058,0.8592999551,0.7033450116,0.3790541936,0.0066854824,0.0891674466,0.0480230818,0.2295666418,1.4558418578,0.2431758789,0.176471,0,0,0,0.625,0.801471,0.1453902984,0.1698490512,0,0,0.1698490512,0.0785418796,0.0280513196,0.4300050839,0.4580564035,0.2892826888,0,0.4566809285,1.0000000029,0.6246334497,0,0,2.0813143811,0.7609176619,2.0873256739,0.5323580049,2.3766083627,0.5242635504
5,4,Sul,NA,Ponta da Pinheira,-27.878141,-48.576442,NA,NA,NA,NA,NA,1,1,1,1,Santa Catarina,0.002446181,0.4227727667,0.0644584708,0,0.0950594648,0.5847368833,0.860224483,0.7020987154,0.3819954533,0.0054908553,0.0780646518,0.0503026786,0.2007507377,1.4187030921,0.2285838395,0.176471,0,0,1,0,0.676471,0.0851065985,0.1698490512,0,0,0.1698490512,0.0785418796,0.0227156177,0.4290086238,0.4517242415,0.285283651,0,0.4183585495,1.0000000029,0.6495478796,0,0,2.067906432,0.7560157858,2.0084725864,0.498553094,2.2937562374,0.4958933804
253,252,Sul,Florianopolis,Naufragados,-27.83474,-48.566748,5,3,Right,Beach-break,Pros or kamikaze only...,1,3,0,5,Santa Catarina,0.0036145991,0.4522611888,0.0823600884,0,0.1116198895,0.6498557658,0.843905537,0.6832719933,0.382968742,0.0068789153,0.085290876400000007,0.1241354449,0.2813138388,1.5638598107,0.2856167678,0.294118,0,0.5,0,1,1.294118,0.3829789697,0.2264654015,0,0,0.2264654015,0.1047225061,0.0289473454,0.4302027594,0.4591501048,0.2899734091,0,0.3711864808,0.6829272385,0.5531132185,0,0,1.6072269378,0.58759377,2.2048175506,0.582727655,2.4947909597,0.5647315572
254,253,Sul,Santa Catarina South,Solidao - Caladinho,-27.793519,-48.533456,3.5,3,Right,Point-break,Experienced surfers,1,3,0,3.5,Santa Catarina,0.0040086816,0.4375226825,0.1227099377,0,0.0704133165,0.6346546183,0.8477149805,0.5901207052,0.3900483489,0.0011963349,0.0186304856,0.1979228572,0.3220364163,1.5199551481,0.2683663677,0.352941,0,0.5,0,0.625,0.977941,0.2304964146,0.3041775237,0,0,0.3041775237,0.1406582744,0.0054012102,0.396809144,0.4022103542,0.2540134617,0,0.2946634739,0,0.4566838415,0,0,0.7513473154,0.2746886524,1.7619246896,0.3928561588,2.0159381513,0.400763095
255,254,Sul,Santa Catarina South,Praia dos Açores,-27.784758,-48.525989,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Santa Catarina,0.0046402371,0.4306337752,0.1227099377,0,0.0664466048,0.6244305548,0.850277155,0.5601829598,0.3910932714,1.24e-8,0.006970228,0.2213488655,0.3336823933,1.5132777304,0.265742771,0.411765,1,0.5,1,0.5,1.911765,0.6808513409,0.3041775237,0,0,0.3041775237,0.1406582744,2.997517e-4,0.4000046014,0.4003043531,0.2528097385,0,0.2958380845,0,0.4122157541,0,0,0.7080538386,0.2588607835,2.1963903248,0.57911484,2.4492000633,0.5491203526
256,255,Sul,Florianopolis,Lagoinha do Leste,-27.773576,-48.486528,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.0040463818,0.4317018537,0.1706331533,0,0.069753676,0.6761350648,0.8373198825,0.4592701011,0.4028351721,0,0,0.2901542786,0.3051260861,1.4573856379,0.2437824392,0.411765,1,0.75,1,0.625,2.036765,0.7411350408,0.443347932,0,0,0.443347932,0.2050136851,1.081494e-4,0.2787184087,0.2788265581,0.1760911884,0,0.2531706819,0,0.3650191381,0,0,0.61818982,0.2260069679,2.2532580155,0.6034944462,2.4293492039,0.5423230344
257,256,Sul,Florianopolis,Matadeiro,-27.75514,-48.498523,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Santa Catarina,0.0103695678,0.4889708886,0.1227099377,0,0.1068439706,0.7288943647,0.8240982771,0.4626601872,0.3929901109,0.0014986151,0,0.2824181119,0.3295249508,1.4690919759,0.2483819282,0.470588,1,0.75,0,0.625,1.595588,0.5283687858,0.3041775237,0,0,0.3041775237,0.1406582744,0.0043246251,0.2326131469,0.236937772,0.1496365846,0,0.2703770938,0,0.2915134103,0,0,0.5618905041,0.2054242322,1.9469314977,0.4721699671,2.0965680823,0.4283723427
258,257,Sul,Florianopolis,Armação,-27.741619,-48.508115,3,2,Right and left,Beach-break,All surfers,2,2,1,3,Santa Catarina,0.0239579863,0.5506582937,0.1227099377,0,0.143953751,0.8412799687,0.7959341789,0.4561508613,0.3853592958,0.0151987649,0,0.284653095,0.35036054170000003,1.4917225587,0.2572736173,0.470588,1,0.25,1,0.5,1.970588,0.7092198855,0.3041775237,0,0,0.3041775237,0.1406582744,0.0556451846,0.2344328319,0.2900780165,0.1831969773,0,0.2855073415,0,0.2476222317,0,0,0.5331295732,0.1949093861,2.0979953422,0.5369321719,2.2811923195,0.491591252
259,258,Sul,Florianopolis,Caldeirao,-27.72369,-48.504596,3.5,3,Left,Beach-break,Experienced surfers,1,3,0,3.5,Santa Catarina,0.0274022281,0.5809079572,0.1227099377,0,0.177349891,0.908370014,0.7791212549,0.431373674,0.3825583021,0.0601456498,0,0.3044878576,0.3756975399,1.5542630234,0.2818461336,0.470588,0,0.5,0,0.625,1.095588,0.2872339861,0.3041775237,0,1,1.3041775237,0.6030799309,0.2088397573,0.2417033195,0.4505430768,0.2845376938,0,0.2981242861,0,0.2095364746,0,0,0.5076607607,0.1855981214,2.1368794269,0.5536020711,2.4214171207,0.5396069357
260,259,Sul,Florianopolis,Morro das Pedras,-27.715522,-48.502257,3,4,Right and left,Sand-bar,Experienced surfers,2,4,0,3,Santa Catarina,0.0278338196,0.5892535677,0.1706331533,0,0.1823473208,0.9700678614,0.7636596284,0.421865191,0.3821092885,0.076385349,0,0.3117572928,0.3845116544,1.5766287757,0.2906337692,0.411765,1,0.75,0,0.5,1.411765,0.4397165412,0.443347932,0,1,1.443347932,0.6674353416,0.2582294854,0.242777302,0.5010067874,0.3164077381,0,0.3130098219,0,0.2017421703,0,0,0.5147519922,0.1881906385,2.3496359189,0.6448123773,2.666043657,0.6233717927
261,260,Sul,Florianopolis,Campeche Rights,-27.693864,-48.482687,4,2,Right,Sand-bar,Experienced surfers,1,2,0,4,Santa Catarina,0.0267384005,0.6331731434,0.1706331533,0,0.1891398353,1.0196845325,0.7512255732,0.3709225307,0.3853237579,0.0783912415,0,0.3726192951,0.3412504548,1.54850728,0.2795846682,0.411765,0,0.25,0,0.75,1.161765,0.3191491414,0.443347932,0,1,1.443347932,0.6674353416,0.2588484534,0.2416072561,0.5004557095,0.3160597083,0,0.301932191,0,0.1787781416,0,0,0.4807103326,0.1757451857,2.1931399101,0.5777213628,2.5091996184,0.5696653606
262,261,Sul,Florianopolis,Riozinho,-27.685523,-48.479598,5,3,Right and left,Beach-break,Experienced surfers,2,3,0,5,Santa Catarina,0.0281266715,0.6507588695,0.1706331533,0,0.1953105618,1.0448292561,0.744924246,0.3608941377,0.3849346939,0.0783912415,0,0.3800740182,0.3189555987,1.52324969,0.2696608126,0.352941,1,0.5,0,1,1.852941,0.652482314,0.443347932,0,1,1.443347932,0.6674353416,0.2588484534,0.2442148887,0.5030633421,0.3177065425,0,0.2884847061,0,0.1701932139,0,0,0.45867792,0.1676902508,2.502192965,0.7102147289,2.8198995075,0.6760550113
263,262,Sul,Florianopolis,Joaquina,-27.629589,-48.448768,4,4,Left,Sand-bar,Experienced surfers,1,4,0,4,Santa Catarina,0.0792628201,0.7086787576,0.1706331533,0,0.2299570015,1.1885317325,0.7089120655,0.2691047367,0.3867045022,0.0520714977,0,0.3902247669,0.3269467887,1.4250522922,0.2310784775,0.294118,0,0.75,0,0.75,1.044118,0.2624115698,0.443347932,0.1454545455,0,0.5888024775,0.272275017,0.1764904873,0.2351161491,0.4116066364,0.2599476256,0,0.3077986449,0,0.1484936996,0,0,0.4562923445,0.1668180968,1.6414952266,0.3412271434,1.9014428522,0.3615576903
264,263,Sul,Florianopolis,Praia Mole,-27.602476,-48.432584,3.5,3,Right and left,Sand-bar,All surfers,2,3,1,3.5,Santa Catarina,0.0651107492,0.6419087482,0.1706331533,0,0.1722931945,1.0499458452,0.7436420167,0.2547052969,0.3924824895,0.0098571502,0,0.4225640918,0.3461853633,1.4257943917,0.2313700528,0.235294,1,0.5,1,0.625,1.8602940000000001,0.6560284423,0.443347932,0.0545454545,0,0.4978933865,0.2302366846,0.0401912473,0.2496410996,0.2898323469,0.1830418262,0,0.3218266574,0,0.1605369808,0,0,0.4823636382,0.1763496256,2.037626822,0.5110517338,2.2206686482,0.4708667764
265,264,Sul,Florianopolis,Galheta,-27.593482,-48.425224,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.048689685,0.6157914479,0.1706331533,0,0.1402672324,0.9753815186,0.7623280133,0.2544780179,0.3952883338,0.0045484942,0,0.4442928912,0.3362137034,1.4348214405,0.2349168334,0.235294,1,0.75,1,0.625,1.8602940000000001,0.6560284423,0.443347932,0.0545454545,0,0.4978933865,0.2302366846,0.0199858017,0.2519814313,0.271967233,0.171759224,0,0.309701225,0,0.1566569289,0,0,0.4663581539,0.1704981041,2.0540080777,0.5180745012,2.2257673017,0.472612654
266,265,Sul,Florianopolis,Barra da Lagoa,-27.572818,-48.424376,3,3,Right and left,Beach-break,Beginners wave,2,3,0,3,Santa Catarina,0.0482980041,0.602277775,0.1706331533,0,0.1526641595,0.9738730919,0.7627060286,0.2543248801,0.3952430716,0.0104787559,0,0.3978405819,0.3896283589,1.4475156484,0.2399044623,0.294118,1,0.5,0,0.5,1.294118,0.3829789697,0.443347932,0.0545454545,0,0.4978933865,0.2302366846,0.0401448461,0.252025624,0.2921704701,0.1845184535,0,0.3569310217,0,0.174217328,0,0,0.5311483497,0.1941850612,1.8100112064,0.4134712097,1.9945296599,0.3934324135
267,266,Sul,Florianopolis,Mocambique,-27.525323,-48.410568,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.0140675861,0.5853384226,0.1706331533,0,0.1454300624,0.9154692244,0.7773421759,0.2539091386,0.4026777462,0.0112725649,0,0.3622231712,0.4256284191,1.45571104,0.2431244798,0.352941,1,0.75,1,0.625,1.977941,0.7127660139,0.443347932,0.3454545455,0,0.7888024775,0.3647593483,0.0349728643,0.2408686797,0.275841544,0.1742060212,0,0.3856294949,0,0.1766758278,0,0,0.5623053227,0.2055758877,2.3035679056,0.6250626739,2.4777739268,0.5589045961
6,5,Sul,NA,Mocambique,-27.51835,-48.39218333,NA,NA,NA,NA,NA,1,1,1,1,Santa Catarina,0.0126775451,0.6115176563,0.1706331533,0,0.1419962284,0.9368245831,0.7719904725,0.2534219167,0.4086865309,0.0046761087,0,0.4591057143,0.3088580287,1.4347482993,0.2348880958,0.235294,0,0,1,0,0.735294,0.1134751431,0.443347932,0.3454545455,0,0.7888024775,0.3647593483,0.016155062,0.2409849245,0.2571399865,0.1623951682,0,0.3071834868,0,0.1307378244,0,0,0.4379213112,0.160101743,1.6452148027,0.3428217536,1.8076099709,0.3294274971
268,267,Sul,Santa Catarina South,Ponta das Aranhas,-27.4821,-48.380892,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Santa Catarina,0.017484392,0.6834583892,0.1706331533,0,0.1794119243,1.0509878588,0.7433808856,0.2532043106,0.4142992872,7.023779e-4,0,0.4891292899,0.2640656511,1.4214009167,0.2296438306,0.235294,1,0.75,1,0.625,1.8602940000000001,0.6560284423,0.443347932,0.3636363636,0,0.8069842956,0.3731670148,0.0051005581,0.2063430083,0.2114435664,0.1335358767,0,0.2656645076,0,0.0985647884,0,0,0.364229296,0.1331603274,2.1353805007,0.5529594701,2.2689163774,0.487387732
269,268,Sul,Florianopolis,Santinho,-27.45794,-48.372631,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Santa Catarina,0.021017747,0.7508744442,0.1706331533,0,0.1817478253,1.1242731698,0.7250154133,0.2533751124,0.4188837765,0,0,0.5284564865,0.201247957,1.4019633324,0.2220066895,0.352941,1,0.75,0,0.625,1.477941,0.4716312142,0.443347932,0.3636363636,0,0.8069842956,0.3731670148,0,0.1984231143,0.1984231143,0.1253128907,0,0.2087587223,0,0.0765873232,0,0,0.2853460455,0.1043210232,1.896141355,0.4503958514,2.0214542457,0.4026519124
